objectid;cod_ibge;cod_ses;cod_regiao_uf;macrorregiao_saude;regiao_saude;nome_regiao_saude;crs;municipio;cod_cnes;nome_da_unidade;telefone;nome_razao_social;cod_tipo_un;ds_tipo_un;ds_natureza;tp_gestao;latitude;longitude;equipamento;complemento;cep;endereco;adulto_leito_uti;status
2092;4305108;430510;479;Serra;23;REGIÃO 23 - CAXIAS E HORTÊNSIAS;05ª CRS;Caxias do Sul;3625133;CSM CENTRO ESPECIALIZADO EM SAUDE MENTAL E GERIATRIA LTDA;;CSM CENTRO ESPECIALIZADO EM SAUDE MENTAL E GERIATRIA LTDA;7;HOSPITAL ESPECIALIZADO;ENTIDADES SEM FINS LUCRATIVOS;MUNICIPAL;-29.1570803;-51.2180646;Hospital;;95030-310;RUA ERNESTO ZANROSSO, 2960 - SANTA CATARINA;;ATIVO
2102;4317509;431750;467;Missioneira;11;REGIÃO 11 - SETE POVOS DAS MISSÕES;12ª CRS;Santo Ângelo;2259907;HOSPITAL SANTO ANGELO;;ASSOCIACAO HOSPITAL DE CARIDADE DE SANTO ANGELO;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;ESTADUAL;-28.305797;-54.263537;Hospital; ;98801-690;RUA ANTONIO MANOEL, 701 - CENTRO;10.0;ATIVO
2107;4314902;431490;466;Metropolitana;10;REGIÃO 10 - CAPITAL E VALE DO GRAVATAÍ;01ª CRS;Porto Alegre;2237849;INSTITUTO DE CARDIOLOGIA;;FUNDACAO UNIVERSITARIA DE CARDIOLOGIA INST DE CARDIOLOGIA;7;HOSPITAL ESPECIALIZADO;ENTIDADES SEM FINS LUCRATIVOS;MUNICIPAL;-30.049064;-51.209011;Hospital; ;90620-001;AV PRINCESA ISABEL, 395 - AZENHA;;ATIVO
2113;4314100;431410;473;Norte;17;REGIÃO 17 - PLANALTO;06ª CRS;Passo Fundo;2247054;HOSPITAL PSIQUIATRICO BEZERRA DE MENEZES;;HOSPITAL DE CLINICAS DE PASSO FUNDO;7;HOSPITAL ESPECIALIZADO;ENTIDADES SEM FINS LUCRATIVOS;ESTADUAL;-28.24652279;-52.41528259;Hospital;;99020-570;RUA OURO PRETO, 240 - DONA ELISA;;ATIVO
2134;4316907;431690;457;Centro-Oeste;1;REGIÃO 01 - VERDES CAMPOS;04ª CRS;Santa Maria;2244276;COMPLEXO HOSPITALAR ASTROGILDO DE AZEVEDO;;HOSPITAL DE CARIDADE DR ASTROGILDO DE AZEVEDO;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;ESTADUAL;-29.692275;-53.807235;Hospital; ;97015-513;AV PRESIDENTE VARGAS, 2291 - CENTRO;40.0;ATIVO
2139;4310504;431050;471;Norte;15;REGIÃO 15 - CAMINHO DAS ÁGUAS;02ª CRS;Iraí;2228653;HOSPITAL N S AUXILIADORA IRAI;;SOCIEDADE HOSPITALAR N S AUXILIADORA;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;ESTADUAL;-27.194038;-53.257052;Hospital; ;98460-000;RUA TORRES GONCALVES, 687 - CENTRO;;ATIVO
2142;4314506;431450;477;Sul;21;REGIÃO 21 - SUL;03ª CRS;Pinheiro Machado;2233320;HOSPITAL PINHEIRO MACHADO;;ASSOCIACAO DE ASSITENCIA SOCIAL HOSPITAL PINHEIRO MACHADO;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;ESTADUAL;-31.57951;-53.386137;Hospital; ;96470-000;RUA DUTRA ANDRADES, 1221 - CENTRO;;ATIVO
2148;4310702;431070;472;Norte;16;REGIÃO 16 - ALTO URUGUAI GAÚCHO;11ª CRS;Itatiba do Sul;2249650;HOSPITAL MUNICIPAL SAO ROQUE;(54)35281164;PREFEITURA MUNICIPAL DE ITATIBA DO SUL;20;PRONTO SOCORRO GERAL;ADMINISTRAÇÃO PÚBLICA;ESTADUAL;-27.386461;-52.452114;Hospital;;99760-000;RUA CHILE, 467 - CENTRO;;ATIVO
2151;4313706;431370;476;Norte;20;REGIÃO 20 - ROTA DA PRODUÇÃO;15ª CRS;Palmeira das Missões;2235323;HOSPITAL DE CARIDADE PALMEIRA DAS MISSOES;;ASSOCIACAO DO HOSPITAL DE CARIDADE DE PALMEIRA DAS MISSOES;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;ESTADUAL;-27.900165;-53.317257;Hospital;PREDIO;98300-000;RUA MARECHAL DEODORO, 251 - CENTRO;;ATIVO
2165;4314100;431410;473;Norte;17;REGIÃO 17 - PLANALTO;06ª CRS;Passo Fundo;2245663;IOT -  PASSO FUNDO;;INSTITUTO DE ORTOPEDIA E TRAUMATOLOGIA DE PASSO FUNDO LTDA;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;ESTADUAL;-28.262212;-52.417109;Hospital; ;99010-112;RUA URUGUAI, 2050 - CENTRO;10.0;ATIVO
2172;4314902;431490;466;Metropolitana;10;REGIÃO 10 - CAPITAL E VALE DO GRAVATAÍ;01ª CRS;Porto Alegre;3373517;SANATORIO SAO JOSE LTDA;;SANATORIO SAO JOSE LTDA;7;HOSPITAL ESPECIALIZADO;ENTIDADES EMPRESARIAIS;MUNICIPAL;-30.0870296;-51.1887576;Hospital;;91712-320;AV PROFESSOR OSCAR PEREIRA, 4821 - GLORIA;;ATIVO
2180;4313409;431340;463;Metropolitana;7;REGIÃO 07 - VALE DOS SINOS;01ª CRS;Novo Hamburgo;9747087;HOSPITAL DA VISAO LIONS IBSAUDE;;INSTITUTO BRASILEIRO DE SAUDE ENSINO PESQUISA E EXTENSAO P;62;HOSPITAL/DIA - ISOLADO;ENTIDADES SEM FINS LUCRATIVOS;MUNICIPAL;-29.68867036;-51.11269319;Hospital;;93548150;AVENIDA FRANCISCO MANUEL DA SILVA, 749 - JARDIM MAUA;;ATIVO
2186;4314902;431490;466;Metropolitana;10;REGIÃO 10 - CAPITAL E VALE DO GRAVATAÍ;01ª CRS;Porto Alegre;2237571;HOSPITAL NOSSA SENHORA DA CONCEICAO SA;;HOSPITAL NOSSA SENHORA DA CONCEICAO SA;5;HOSPITAL GERAL;ENTIDADES EMPRESARIAIS;MUNICIPAL;-30.016597;-51.159043;Hospital; ;91350-200;AV FRANCISCO TREIN, 596 - CRISTO REDENTOR;69.0;ATIVO
2211;4317103;431710;459;Centro-Oeste;3;REGIÃO 03 - FRONTEIRA OESTE;10ª CRS;Santana do Livramento;3913392;CENTRO HOSPITALAR SANTANENSE LTDA;;CENTRO HOSPITALAR SANTANENSE LTDA;5;HOSPITAL GERAL;ENTIDADES EMPRESARIAIS;MUNICIPAL;-30.898776;-55.529719;Hospital; ;97574-022;AV ALMIRANTE TAMANDARE, 2880 - CENTRO;;ATIVO
2214;4321907;432190;471;Norte;15;REGIÃO 15 - CAMINHO DAS ÁGUAS;02ª CRS;Três Passos;2228726;HOSPITAL CARIDADE TRES PASSOS;;ASOCIACAO HOSPITAL DE CARIDADE DE TRES PASSOS;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;ESTADUAL;-27.450873;-53.936409;Hospital;PREDIO;98600-000;RUA MARIO TOTTA, 157 - CENTRO;10.0;ATIVO
2234;4302709;430270;465;Metropolitana;9;REGIÃO 09 - CARBONÍFERA/COSTA DOCE;01ª CRS;Butiá;2265958;HOSPITAL DE BUTIA;;FUNDACAO MUNICIPAL DE SAUDE;5;HOSPITAL GERAL;ADMINISTRAÇÃO PÚBLICA;ESTADUAL;-30.125757;-51.962104;Hospital;PREDIO;96750-000;AV HONORIO HERMETO, 310 - CIDADE ALTA;;ATIVO
2237;4300109;430010;457;Centro-Oeste;1;REGIÃO 01 - VERDES CAMPOS;04ª CRS;Agudo;2234386;HOSPITAL AGUDO;;ASSOCIACAO HOSPITAL AGUDO;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;ESTADUAL;-29.649044;-53.2412;Hospital; ;96540-000;AV EUCLIDES KLIEMANN, 300 - CENTRO;;ATIVO
2240;4316501;431650;464;Metropolitana;8;REGIÃO 08 - VALE DO CAÍ E METROPOLITANA;01ª CRS;Salvador do Sul;2227681;HOSPITAL SAO SALVADOR;;SOCIEDADE BENEFICENTE HOSPITALAR SAO SALVADOR;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;ESTADUAL;-29.438679;-51.511563;Hospital; ;95750-000;RUA ELDA TREVISAN, 20 - CENTRO;;ATIVO
2250;4312906;431290;481;Serra;25;REGIÃO 25 - VINHEDOS E BASALTO;05ª CRS;Nova Bassano;5230241;ACONSEL;;ASSOCIACAO COMUNITARIA HOSPITAL NOSSA SENHORA DE LOURDES;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;MUNICIPAL;-28.722934;-51.704486;Hospital; ;95340-000;RUA PINHEIRO MACHADO, 982 - CENTRO;;ATIVO
2273;4320263;432026;483;Vales;27;REGIÃO 27 - JACUÍ CENTRO;08ª CRS;Segredo;2234475;HOSPITAL SAO JOAO EVANGELISTA SEGREDO;;ASSOCIACAO CULT RECREATIVA BENEFICENTE SAO MARCOS;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;ESTADUAL;-29.341435;-52.979212;Hospital; ;96910-000;RUA DOS IMIGRANTES, 713 - CENTRO;;ATIVO
2279;4323804;432380;460;Metropolitana;4;REGIÃO 04 - BELAS PRAIAS;18ª CRS;Xangri-lá;958077;LIFEPLUS HOSPITAL E CENTRO CLINICO;;HOSPITAL LIFEPLUS LITORAL NORTE LTDA;5;HOSPITAL GERAL;ENTIDADES EMPRESARIAIS;MUNICIPAL;-29.8028079;-50.0412311;Hospital;;95588-000;RUA ELIAS JOAO MEDEIROS, 2001 - SANTORINI;;ATIVO
2291;4322509;432250;480;Serra;24;REGIÃO 24 - CAMPOS DE CIMA DA SERRA;05ª CRS;Vacaria;2241048;HOSPITAL NOSSA SENHORA DA OLIVEIRA;;ASSOCIACAO CARITATIVO LITERARIA SAO JOSE;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;MUNICIPAL;-28.502108;-50.935336;Hospital; ;95200-000;RUA PINHEIRO MACHADO, 448 - CENTRO;10.0;ATIVO
2298;4305108;430510;479;Serra;23;REGIÃO 23 - CAXIAS E HORTÊNSIAS;05ª CRS;Caxias do Sul;9728317;HOSPITAL UNIMED UNIDADE MATERNO INFANTIL;;UNIMED NORDESTE RS SOCIEDADE COOP DE SERV MEDICOS LTDA;7;HOSPITAL ESPECIALIZADO;ENTIDADES EMPRESARIAIS;MUNICIPAL;-29.16263;-51.197052;Hospital;BLOCO B;95013-000;CARLOS BIANCHINI, 2020 - MARECHAL FLORIANO;;ATIVO
2327;4314407;431440;477;Sul;21;REGIÃO 21 - SUL;03ª CRS;Pelotas;2253690;CLINICANP;;HOSPITAL CLINICANP LTDA;5;HOSPITAL GERAL;ENTIDADES EMPRESARIAIS;MUNICIPAL;-31.754891;-52.335033;Hospital; ;96015-000;RUA QUINZE DE NOVEMBRO, 1100 - CENTRO;6.0;ATIVO
2342;4314100;431410;473;Norte;17;REGIÃO 17 - PLANALTO;06ª CRS;Passo Fundo;3141330;PRONTOCLINICA - PASSO FUNDO;;HOSPITAL DE PRONTOCLINICAS LTDA;5;HOSPITAL GERAL;ENTIDADES EMPRESARIAIS;MUNICIPAL;-28.258059;-52.409235;Hospital; ;99020-220;TRAVESSA DR ARTHUR LEITE, 37 - CENTRO;9.0;ATIVO
2344;4316105;431610;476;Norte;20;REGIÃO 20 - ROTA DA PRODUÇÃO;15ª CRS;Ronda Alta;2235412;HOSPITAL DOS TRABALHADORES - ATRA;;ASSOCIACAO DOS TRABALHADORES DE RONDA ALTA;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;ESTADUAL;-27.784142;-52.80317;Hospital;CASA;99670-000;RUA JULIO DE CASTILHOS, 223 - CENTRO;;ATIVO
2369;4309605;430960;470;Missioneira;14;REGIÃO 14 - FRONTEIRA NOROESTE;14ª CRS;Horizontina;7607547;ASSOCIACAO BENEFICENTE OSWALDO CRUZ DE HORIZONTINA;;ASSOCIACAO BENEFICENTE OSWALDO CRUZ DE HORIZONTINA;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;ESTADUAL;-27.629013;-54.300967;Hospital; ;98920-000;RUA OSVALDO CRUZ, 154 - OSVALDO CRUZ;;ATIVO
2372;4318705;431870;463;Metropolitana;7;REGIÃO 07 - VALE DOS SINOS;01ª CRS;São Leopoldo;7233086;HOSPITAL UNIMED SAO LEOPOLDO;;UNIMED VALE DOS SINOS COOP DE ASSISTENCIA A SAUDE LTDA;5;HOSPITAL GERAL;ENTIDADES EMPRESARIAIS;MUNICIPAL;-29.768;-51.150463;Hospital;;93025-630;RUA CONCEICAO, 1050 - CENTRO;;ATIVO
2389;4318606;431860;474;Norte;18;REGIÃO 18 - ARAUCÁRIAS;06ª CRS;São José do Ouro;2246791;HOSPITAL SAO JOSE - SAO JOSE DO OURO;;FUNDACAO ARAUCARIA;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;ESTADUAL;-27.773142;-51.60128;Hospital; ;99870-000;AV MARECHAL FLORIANO, 801 - CENTRO;;ATIVO
2391;4319505;431950;464;Metropolitana;8;REGIÃO 08 - VALE DO CAÍ E METROPOLITANA;01ª CRS;São Sebastião do Caí;2227908;HOSPITAL SAGRADA FAMILIA;;ASSOCIACAO CONGREGACAO DE SANTA CATARINA;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;ESTADUAL;-29.588864;-51.369389;Hospital; ;95760-000;RUA MADRE REGINA PROTMANN, 567 - CENTRO;;ATIVO
2466;4304705;430470;473;Norte;17;REGIÃO 17 - PLANALTO;06ª CRS;Carazinho;5158656;UNIMED REGIAO DA PRODUCAO;;UNIMED REGIAO DA PRODUCAO RS COOPERATIVA DE ASSISTENCIA A;62;HOSPITAL/DIA - ISOLADO;ENTIDADES EMPRESARIAIS;MUNICIPAL;-28.28224645;-52.80544314;Hospital;;99500-000;PATRIA, 1795 - SOMMER;;ATIVO
2419;4312401;431240;464;Metropolitana;8;REGIÃO 08 - VALE DO CAÍ E METROPOLITANA;01ª CRS;Montenegro;2257556;HOSPITAL MONTENEGRO;;ASSOCIACAO ORDEM AUXILIADORA DE SENHORAS EVANGELICAS DE MONT;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;ESTADUAL;-29.686648;-51.463973;Hospital; ;95780-000;RUA ASSIS BRASIL, 1621 - CENTRO;10.0;ATIVO
2423;4314050;431405;462;Metropolitana;6;REGIÃO 06 - VALE DO PARANHANA E COSTA SERRA;01ª CRS;Parobé;2227762;HOSPITAL SAO FRANCISCO DE ASSIS PAROBE;;ASSOCIACAO BENEFICENTE DE PAROBE;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;ESTADUAL;-29.624916;-50.838452;Hospital; ;95630-000;RUA THENO JOSE BERLITZ, 50 - CENTRO;;ATIVO
2471;4316451;431645;468;Missioneira;12;REGIÃO 12 - PORTAL DAS MISSÕES;09ª CRS;Salto do Jacuí;2263882;HOSPITAL MUNICIPAL DR ADERBAL SCHNEIDER;;HOSPITAL MUNICIPAL DR ADERBAL SCHNEIDER;5;HOSPITAL GERAL;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-29.085371;-53.225497;Hospital; ;99440-000;RUA PASSO REAL, 9 - NOVA JACUI;;ATIVO
2484;4300307;430030;470;Missioneira;14;REGIÃO 14 - FRONTEIRA NOROESTE;14ª CRS;Alecrim;2707993;HOSPITAL DE CARIDADE DE ALECRIM;;SOC HOSPITAL DE CARIDADE DE ALECRIM;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;ESTADUAL;-27.656469;-54.764369;Hospital;CASA;98950-000;RUA OSVALDO CRUZ, 215 - CENTRO;;ATIVO
2499;4314407;431440;477;Sul;21;REGIÃO 21 - SUL;03ª CRS;Pelotas;4550773;HRPS PRONTO SOCORRO;;HOSPITAL REGIONAL DE PRONTO SOCORRO DE PELOTAS;5;HOSPITAL GERAL;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-31.7573176;-52.3500495;Hospital;;96015140;AVENIDA BENTO GONCALVES, 4590 - CENTRO;;ATIVO
2523;4315503;431550;457;Centro-Oeste;1;REGIÃO 01 - VERDES CAMPOS;04ª CRS;Restinga Seca;2244233;HOSPITAL DE CARIDADE SAO FRANCISCO;;HOSPITAL DE CARIDADE SAO FRANCISCO;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;MUNICIPAL;-29.815522;-53.371823;Hospital; ;97200-000;RUA MOISES CANTARELLI, 287 - CENTRO;;ATIVO
2536;4314902;431490;466;Metropolitana;10;REGIÃO 10 - CAPITAL E VALE DO GRAVATAÍ;01ª CRS;Porto Alegre;2237156;HBMPA;;HOSPITAL DA BRIGADA MILITAR DE PORTO ALEGRE;5;HOSPITAL GERAL;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-30.097873;-51.251136;Hospital; ;91900-590;RUA DR CASTRO DE MENEZES, 155 - CRISTAL;20.0;ATIVO
2544;4311007;431100;477;Sul;21;REGIÃO 21 - SUL;03ª CRS;Jaguarão;2233401;SANTA CASA DE CARIDADE JAGUARAO;;SANTA CASA DE CARIDADE DE JAGUARAO;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;ESTADUAL;-32.564111;-53.371006;Hospital; ;96300-000;PRACA DR HERMES PINTO AFONSO, 0 - CENTRO;;ATIVO
2556;4316907;431690;457;Centro-Oeste;1;REGIÃO 01 - VERDES CAMPOS;04ª CRS;Santa Maria;5922216;HOSPITAL CASA DE SAUDE;;ASSOCIACAO FRANCISCANA DE ASSISTENCIA A SAUDE;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;ESTADUAL;-29.671871;-53.807152;Hospital;PREDIO CENTRAL;97045-060;RUA ARY LAGRANHA DOMINGUES, 188 - PERPETUO SOCORRO;;ATIVO
2567;4314902;431490;466;Metropolitana;10;REGIÃO 10 - CAPITAL E VALE DO GRAVATAÍ;01ª CRS;Porto Alegre;2237881;HOSPITAL BANCO DE OLHOS PORTO ALEGRE;;ASSOCIACAO DE LITERATURA E BENEFICENCIA;7;HOSPITAL ESPECIALIZADO;ENTIDADES SEM FINS LUCRATIVOS;MUNICIPAL;-30.022;-51.153944;Hospital;;91360-090;RUA ENGENHEIRO WALTER BOEHL, 285 - VILA IPIRANGA;;ATIVO
2571;4314803;431480;463;Metropolitana;7;REGIÃO 07 - VALE DOS SINOS;01ª CRS;Portão;2232170;HOSPITAL DE PORTAO;;FUNDACAO HOSPITALAR EDUCACIONAL E SOCIAL DE PORTAO;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;ESTADUAL;-29.690121;-51.243775;Hospital;1;93180-000;SAO LEOPOLDO, 996 - CENTRO;;ATIVO
2596;4302105;430210;481;Serra;25;REGIÃO 25 - VINHEDOS E BASALTO;05ª CRS;Bento Gonçalves;6275508;CLINICA CIRURGICA BENTO GONCALVES LTDA ME;;CLINICA CIRURGICA BENTO GONCALVES LTDA ME;62;HOSPITAL/DIA - ISOLADO;ENTIDADES EMPRESARIAIS;MUNICIPAL;-29.1704639;-51.5085607;Hospital;SALA 01;95703-170;RUA XINGU, 577 - SAO BENTO;;ATIVO
2609;4314902;431490;466;Metropolitana;10;REGIÃO 10 - CAPITAL E VALE DO GRAVATAÍ;01ª CRS;Porto Alegre;2237822;HOSPITAL MATERNO INFANTIL PRESIDENTE VARGAS;;HOSPITAL MATERNO INFANTIL PRESIDENTE VARGAS;5;HOSPITAL GERAL;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-30.029465;-51.214924;Hospital; ;90035-076;AV INDEPENDENCIA, 661 - INDEPENDENCIA;;ATIVO
2617;4314902;431490;466;Metropolitana;10;REGIÃO 10 - CAPITAL E VALE DO GRAVATAÍ;01ª CRS;Porto Alegre;6894399;SAO PIETRO SAUDE;;SAO PIETRO SAUDE;62;HOSPITAL/DIA - ISOLADO;ENTIDADES SEM FINS LUCRATIVOS;MUNICIPAL;-30.0192207;-51.1866716;Hospital;;90550-141;AV DOM PEDRO II, 1379 - HIGIENOPOLIS;;ATIVO
2624;4300901;430090;472;Norte;16;REGIÃO 16 - ALTO URUGUAI GAÚCHO;11ª CRS;Aratiba;2249502;ACHA - ARATIBA;;ASSOCIACAO COMUNITARIA HOSPITALAR DE ARATIBA;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;ESTADUAL;-27.395367;-52.300186;Hospital; ;99770-000;RUA SANTO GRANZOTO, 346 - CENTRO;;ATIVO
2633;4320701;432070;483;Vales;27;REGIÃO 27 - JACUÍ CENTRO;08ª CRS;Sobradinho;9016554;HOSPITAL SAO JOAO EVANGELISTA SOBRADINHO;;ASSOCIACAO CULTURAL RECREATIVA E BENEFICIENTE S MARCOS;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;ESTADUAL;-29.412984;-53.02636;Hospital;SALA;96900-000;JOAO ANTONIO, 747 - CENTRO;;ATIVO
2636;4316808;431680;484;Vales;28;REGIÃO 28 - VINTE E OITO;13ª CRS;Santa Cruz do Sul;2255928;HOSPITAL MONTE ALVERNE;;HOSPITAL BENEFICENTE MONTE ALVERNE;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;MUNICIPAL;-29.55947;-52.33451;Hospital; ;96859-000;RUA PEDRO EGGLER, 0 - MONTE ALVERNE;;ATIVO
2650;4316907;431690;457;Centro-Oeste;1;REGIÃO 01 - VERDES CAMPOS;04ª CRS;Santa Maria;2244306;HUSM HOSPITAL UNIVERSITARIO DE SANTA MARIA;;HOSPITAL UNIVERSITARIO DE SANTA MARIA;5;HOSPITAL GERAL;ADMINISTRAÇÃO PÚBLICA;ESTADUAL;-29.713807;-53.715518;Hospital;CAMPUS;97105-340;AVN RORAIMA, 0 - CAMOBI;;ATIVO
2689;4314902;431490;466;Metropolitana;10;REGIÃO 10 - CAPITAL E VALE DO GRAVATAÍ;01ª CRS;Porto Alegre;2237180;HOSPITAL ESPIRITA DE PORTO ALEGRE;;HOSPITAL ESPIRITA DE PORTO ALEGRE;7;HOSPITAL ESPECIALIZADO;ENTIDADES SEM FINS LUCRATIVOS;MUNICIPAL;-30.0866943;-51.206987;Hospital;;91720-440;PRACA SIMOES LOPES NETO, 175 - TERESOPOLIS;;ATIVO
2711;4308102;430810;482;Serra;26;REGIÃO 26 - UVA VALE;05ª CRS;Feliz;6014194;HOSPITAL MUNICIPAL SCHLATER;;ASSOCIACAO DE SAUDE DE FELIZ;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;MUNICIPAL;-29.447307;-51.308228;Hospital; ;95770-000;RUA SANTA CATARINA, 900 - CENTRO;;ATIVO
2722;4300505;430050;471;Norte;15;REGIÃO 15 - CAMINHO DAS ÁGUAS;02ª CRS;Alpestre;2228564;HOSPITAL NOSSA SENHORA;;SOCIEDADE MEDICA DE ALPESTRE LTDA;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;ESTADUAL;-27.252258;-53.035885;Hospital;PROPRIO;98480-000;RUA ALVARO LEITAO, 523 - CENTRO;;ATIVO
2753;4314902;431490;466;Metropolitana;10;REGIÃO 10 - CAPITAL E VALE DO GRAVATAÍ;01ª CRS;Porto Alegre;3007847;HOSPITAL MAE DE DEUS;;ASSOCIACAO EDUCADORA SAO CARLOS AESC;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;MUNICIPAL;-30.059059;-51.229103;Hospital; ;90880-480;RUA JOSE DE ALENCAR, 286 - MENINO DEUS;50.0;ATIVO
2748;4307005;430700;472;Norte;16;REGIÃO 16 - ALTO URUGUAI GAÚCHO;11ª CRS;Erechim;2249669;HOSPITAL UNIMED ERECHIM;;SOCIEDADE COOPERATIVA SERVICOS MEDICOS LTDA UNIMED;5;HOSPITAL GERAL;ENTIDADES EMPRESARIAIS;MUNICIPAL;-27.648044;-52.267016;Hospital; ;99700-970;RUA SERGIPE, 44 - CENTRO;;ATIVO
2754;4311502;431150;478;Sul;22;REGIÃO 22 - PAMPA;07ª CRS;Lavras do Sul;2262029;FUNDACAO MEDICO HOSPITALAR;;FUNDACAO MEDICO HOSPITALAR DR HONOR TEIXEIRA DA COSTA;5;HOSPITAL GERAL;ADMINISTRAÇÃO PÚBLICA;ESTADUAL;-30.815963;-53.902124;Hospital;CASA;97390-000;AV 9 DE MAIO, 141 - HOSPITAL;;ATIVO
2764;4321600;432160;461;Metropolitana;5;REGIÃO 05 - BONS VENTOS;18ª CRS;Tramandaí;2793008;HOSPITAL TRAMANDAI;;FUNDACAO HOSPITAL MUNICIPAL GETULIO VARGAS SAPUCAIA DO SUL;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;ESTADUAL;-29.991901;-50.139733;Hospital; ;95590-000;AV EMANCIPACAO, 1255 - CENTRO;10.0;ATIVO
2769;4314902;431490;466;Metropolitana;10;REGIÃO 10 - CAPITAL E VALE DO GRAVATAÍ;01ª CRS;Porto Alegre;7092571;HOSPITAL INDEPENDENCIA;;SOCIEDDADE SULINA DIVINA PROVIDENCIA HOSPITAL INDEPENDENCIA;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;MUNICIPAL;-30.060989;-51.149056;Hospital; ;91430-000;AV ANTONIO CARVALHO, 450 - JARDIM CARVALHO;10.0;ATIVO
2770;4311205;431120;457;Centro-Oeste;1;REGIÃO 01 - VERDES CAMPOS;04ª CRS;Júlio de Castilhos;2244098;HOSPITAL BERNARDINA SALLES DE BARROS;;HOSPITAL BERNARDINA SALLES DE BARROS;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;ESTADUAL;-29.226993;-53.677561;Hospital; ;98130-000;RUA ANTONIO CARBONE, 0 - CENTRO;;ATIVO
2771;4320453;432045;485;Vales;29;REGIÃO 29 - VALES E MONTANHAS;16ª CRS;Sério;2252066;HOSPITAL SAO JOSE -  SERIO;;HOSPITAL DE CARIDADE SAO JOSE;15;UNIDADE MISTA;ENTIDADES SEM FINS LUCRATIVOS;MUNICIPAL;-29.385068;-52.267096;Hospital; ;95918-000;RUA MAURICIO CARDOSO, 940 - CENTRO;;ATIVO
2779;4314902;431490;466;Metropolitana;10;REGIÃO 10 - CAPITAL E VALE DO GRAVATAÍ;01ª CRS;Porto Alegre;3019721;HOSPITAL MAE DE DEUS UNIDADE CARLOS GOMES;;ASSOCIACAO EDUCADORA SAO CARLOS AESC;62;HOSPITAL/DIA - ISOLADO;ENTIDADES SEM FINS LUCRATIVOS;MUNICIPAL;-30.0626381;-51.2305127;Hospital;;90470-340;R SOLEDADE, 569 - TRES FIQUEIRAS;;ATIVO
2781;4314100;431410;473;Norte;17;REGIÃO 17 - PLANALTO;06ª CRS;Passo Fundo;2246929;HOSPITAL DA CIDADE - PASSO FUNDO;;HOSPITAL DA CIDADE DE PASSO FUNDO;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;ESTADUAL;-28.256172;-52.403024;Hospital; ;99010-260;RUA TIRADENTES, 295 - CENTRO;31.0;ATIVO
2789;4322707;432270;484;Vales;28;REGIÃO 28 - VINTE E OITO;13ª CRS;Vera Cruz;2236354;HOSPITAL VERA CRUZ;;FUNDACAO DE SAUDE DR JACOB BLESZ;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;ESTADUAL;-29.716859;-52.500549;Hospital; ;96880-000;RUA ROBERTO GRUENDLING, 125 - CENTRO;;ATIVO
