objectid;restricao;escola;codigo_inep;municipio;localizacao;localidade_dif;endereco;telefone;porte_escola;etapas_modalidade;outras_ofertas_educ;latitude;longitude;cre;classif_porte;cod_idt;tp;cod_ibge_mun;ens_medio_tempo_integral;tp_risco
8993;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS MED ANCHIETA;43045979;Chiapetta;Urbana;A escola não está em área de localização diferenciada;AV IPIRANGA 2047, 2047 CENTRO. 98760-000 Chiapetta - RS.;(55) 37841360;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos;Atendimento Educacional Especializado;-29.80436242;-51.16515032;36;4;4597;Escola Regular;4305405;0;Sem Risco Mapeado
9001;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS MED SAO IZIDRO;43142729;São Nicolau;Rural;A escola não está em área de localização diferenciada;VL SANTO IZIDRO 1 DIST DE SAO N 00001, 00001 INTERIOR. 97880-000 São Nicolau - RS.;(55) 99482972;Entre 51 e 200 matrículas de escolarização;Ensino Fundamental, Ensino Médio;Atendimento Educacional Especializado;-29.9402363;-50.991445;32;3;14272;Escola Regular;4319208;1;Sem Risco Mapeado
9003;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COL ESTADUAL IRINEU EVANGELISTA DE SOUZA;43056164;Erebango;Urbana;A escola não está em área de localização diferenciada;R JOSE DEMAMAN 10, 10 CENTRO. 99920-000 Erebango - RS.;;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental, Ensino Médio;;-31.44388613;-52.42216288;15;4;5616;Escola Regular;4306973;0;Sem Risco Mapeado
9006;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS FUN ALCIDES MAYA;43146112;Sapucaia do Sul;Urbana;A escola não está em área de localização diferenciada;R JOSE FELIPE 278, 278 PRIMOR. 93220-610 Sapucaia do Sul - RS.;(51) 34746183;Entre 51 e 200 matrículas de escolarização;Ensino Fundamental;;-28.84737036;-51.87236412;27;3;14611;Escola Regular;4320008;0;Sem Risco Mapeado
9008;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS FUN MARIO QUINTANA;43139698;São Leopoldo;Urbana;A escola não está em área de localização diferenciada;R SAO BERNARDO 23, 23 SAO MIGUEL. 93025-690 São Leopoldo - RS.;;Entre 51 e 200 matrículas de escolarização;Ensino Fundamental;;-29.1565179;-51.1762511;2;3;13969;Escola Regular;4318705;0;Sem Risco Mapeado
9010;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS FUN ALECRIM;43011705;Alecrim;Urbana;A escola não está em área de localização diferenciada;R VEREADOR EMILIO MARINO KUHN 264, 264 PREDIO. CENTRO. 98950-000 Alecrim - RS.;(55) 35461275;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental;;-29.95350079;-51.09599042;17;4;1170;Escola Regular;4300307;0;Sem Risco Mapeado
9025;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS MED SILVIO SANSON;43051707;São Valentim do Sul;Urbana;A escola não está em área de localização diferenciada;R JOAO XXIII 789, 789 CENTRO. 99240-000 São Valentim do Sul - RS.;(54) 34721221;Entre 51 e 200 matrículas de escolarização;Ensino Fundamental, Ensino Médio;;-29.1532796;-51.20616495;16;3;5170;Escola Regular;4319711;0;Sem Risco Mapeado
9034;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS MED SAO FRANCISCO DE ASSIS;43171095;Soledade;Urbana;A escola não está em área de localização diferenciada;R DUQUE DE CAXIAS 424, 424 BOTUCARAI. 99300-000 Soledade - RS.;(54) 33812243;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental, Ensino Médio;Atendimento Educacional Especializado;-29.69515507;-53.72280895;25;4;17109;Escola Regular;4320800;0;Sem Risco Mapeado
9035;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS MED ERNI OSCAR FAUTH;43026397;Brochier;Urbana;A escola não está em área de localização diferenciada;R ERNI OSCAR FAUTH 472, 472 CENTRO. 95790-000 Brochier - RS.;(51) 36971455;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental, Ensino Médio;Atendimento Educacional Especializado;-29.69662;-53.82806;2;4;2639;Escola Regular;4302659;0;Sem Risco Mapeado
9038;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS MED ADELAIDE PINTO DE LIMA LINCK;43069274;Gravataí;Urbana;A escola não está em área de localização diferenciada;R RUA CIPRESTES 100, 100 CASTELO BRANCO. 94020-470 Gravataí - RS.;(51) 34881590;Entre 501 e 1000 matrículas de escolarização;Ensino Fundamental, Ensino Médio;;-31.88683208;-51.97237825;28;5;6927;Escola Regular;4309209;0;Sem Risco Mapeado
9039;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS MED SENADOR SALGADO FILHO;43013740;Alvorada;Urbana;A escola não está em área de localização diferenciada;R ALBERTO PASQUALINI 99, 99 SUMARE. 94820-001 Alvorada - RS.;(51) 34833490;Entre 501 e 1000 matrículas de escolarização;Ensino Fundamental, Ensino Médio;Atendimento Educacional Especializado;-31.35501521;-54.03093207;28;5;1374;Escola Regular;4300604;1;Risco Hidrológico
9044;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS MED PROFESSOR JULIO GRAU;43106633;Porto Alegre;Urbana;A escola não está em área de localização diferenciada;AV BRINO 350, 350 PASSO DAREIA. 91030-280 Porto Alegre - RS.;(51) 32080059;Entre 501 e 1000 matrículas de escolarização;Ensino Médio, Educação de Jovens Adultos;;-32.1285893;-53.08272386;1;5;10663;Escola Regular;4314902;0;Risco Hidrológico
9045;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS FUN 6 DE AGOSTO;43074987;Ijuí;Rural;A escola não está em área de localização diferenciada;TRV LINHA 6 NORTE S/N, S/N 98700-000 Ijuí - RS.;;Até 50 matrículas de escolarização;Ensino Fundamental;;-30.06071;-51.22837;36;2;7498;Escola Regular;4310207;0;Sem Risco Mapeado
9054;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COL ESTADUAL MARECHAL RONDON;43038450;Canoas;Urbana;A escola não está em área de localização diferenciada;R SANTINI LONGONI 147, 147 MARECHAL RONDON. 92020-270 Canoas - RS.;(51) 30591692;Mais de 1000 matrículas de escolarização;Ensino Fundamental, Ensino Médio;Atendimento Educacional Especializado;-30.43040647;-51.47575136;27;6;3845;Escola Regular;4304606;0;Sem Risco Mapeado
9055;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS MED VERA CRUZ;43165990;Vera Cruz;Urbana;A escola não está em área de localização diferenciada;R JULIO WILD 238, 238 CENTRO. 96880-000 Vera Cruz - RS.;;Entre 501 e 1000 matrículas de escolarização;Ensino Fundamental, Ensino Médio;Atendimento Educacional Especializado;-29.76147;-51.09039;6;5;16599;Escola Regular;4322707;0;Sem Risco Mapeado
9059;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS FUN FABIOLA PINTO DORNELLES;43106390;Porto Alegre;Urbana;A escola não está em área de localização diferenciada;R DR EDUARDO CHARTIER 1192, 1192 HIGIENOPOLIS. 90520-100 Porto Alegre - RS.;;Entre 51 e 200 matrículas de escolarização;Ensino Fundamental;Atendimento Educacional Especializado;-30.0398095;-52.8941459;1;3;10639;Escola Regular;4314902;0;Sem Risco Mapeado
9065;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS MED DR JOAQUIM DUVAL;43101810;Pelotas;Urbana;A escola não está em área de localização diferenciada;R BARAO DE TRAMANDAI 980 PY CRESPO, 980 PY CRESPO. TRES VENDAS. 96065-240 Pelotas - RS.;(53) 32231433;Entre 501 e 1000 matrículas de escolarização;Ensino Fundamental, Ensino Médio;Atendimento Educacional Especializado;-29.0349158;-51.1921724;5;5;10181;Escola Regular;4314407;0;Sem Risco Mapeado
9067;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS MED PAULO FREIRE;43176810;Panambi;Urbana;A escola não está em área de localização diferenciada;R CARLOS FREDERICO LEHSTEN 220, 220 ARCO IRIS. 98280-000 Panambi - RS.;;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos;;-29.98825365;-51.1007525;36;4;17681;Escola Regular;4313904;0;Sem Risco Mapeado
9071;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS MED CAVALHEIRO ARISTIDES GERMANI;43043100;Caxias do Sul;Urbana;A escola não está em área de localização diferenciada;R ADELMAR FACCIOLI 30, 30 RIO BRANCO. 95097-600 Caxias do Sul - RS.;(54) 32261410;Entre 501 e 1000 matrículas de escolarização;Ensino Fundamental, Ensino Médio;;-30.85603123;-55.55366656;4;5;4310;Escola Regular;4305108;0;Sem Risco Mapeado
9084;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS MED SAO JOSE;43047700;Constantina;Urbana;A escola não está em área de localização diferenciada;R JOAO MAFESSONI 05, 05 CENTRO. 99680-000 Constantina - RS.;(54) 33631455;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental, Ensino Médio;;-29.67966;-51.11825;39;4;4770;Escola Regular;4305801;0;Sem Risco Mapeado
9091;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COL ESTADUAL JOSE DE ALENCAR;43135307;São Francisco de Paula;Urbana;A escola não está em área de localização diferenciada;R ASSIS BRASIL 842 PREDIO, 842 PREDIO. CENTRO. 95400-000 São Francisco de Paula - RS.;(54) 32441290;Entre 501 e 1000 matrículas de escolarização;Ensino Fundamental, Ensino Médio, Educação Profissional, Educação de Jovens Adultos;;-28.26881525;-52.46091459;4;5;13530;Escola Regular;4318200;0;Sem Risco Mapeado
9096;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS FUN PRES JOAO BELCHIOR MARQUES GOULART;43013864;Alvorada;Urbana;A escola não está em área de localização diferenciada;R SAO BENEDITO 180, 180 JARDIM PORTO ALEGRE. 94850-730 Alvorada - RS.;;Entre 501 e 1000 matrículas de escolarização;Ensino Fundamental, Educação de Jovens Adultos;Atendimento Educacional Especializado;-28.72183273;-51.92763401;28;5;1386;Escola Regular;4300604;0;Sem Risco Mapeado
9099;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ED BAS LUIZ DE CAMOES;43029817;Cachoeirinha;Urbana;A escola não está em área de localização diferenciada;R LUIZ DE CAMOES SN, SN VIL BOM PRINCIPIO. 94950-220 Cachoeirinha - RS.;;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental, Ensino Médio;Atendimento Educacional Especializado;-29.69066052;-51.49260711;28;4;2981;Escola Regular;4303103;1;Risco Hidrológico
9101;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS FUN MARQUES DE SOUZA;43138462;São José do Norte;Urbana;A escola não está em área de localização diferenciada;R MAL FLORIANO 191, 191 CENTRO. 96225-000 São José do Norte - RS.;(53) 32381404;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental, Educação de Jovens Adultos;;-29.6167963;-52.2111251;18;4;13846;Escola Regular;4318507;0;Sem Risco Mapeado
9105;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS MED HUGO OSCAR SPOHR;43083358;Canudos do Vale;Urbana;A escola não está em área de localização diferenciada;R JOAO JOSE BRIESCH 671, 671 CENTRO. 95933-000 Canudos do Vale - RS.;;Até 50 matrículas de escolarização;Ensino Médio;;-30.77660486;-55.12174871;3;2;8335;Escola Regular;4304614;0;Sem Risco Mapeado
9107;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COL ESTADUAL ALCEU WAMOSY;43125549;Santana do Livramento;Urbana;A escola não está em área de localização diferenciada;R DUQUE DE CAXIAS 1454, 1454 CENTRO. 97573-638 Sant'Ana do Livramento - RS.;(55) 32422292;Entre 501 e 1000 matrículas de escolarização;Ensino Fundamental, Ensino Médio;Atendimento Educacional Especializado;-30.9657541;-54.68319664;19;5;12554;Escola Regular;4317103;0;Sem Risco Mapeado
9108;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC BASICA EST DR PAULO DEVANIER LAUDA CIEP;43171141;Santa Maria;Urbana;A escola não está em área de localização diferenciada;AV PAULO LAUDA 851, 851 COHAB TANCREDO NEVES. 97032-000 Santa Maria - RS.;(55) 32142850;Entre 501 e 1000 matrículas de escolarização;Ensino Fundamental, Ensino Médio;Atendimento Educacional Especializado;-28.18411239;-55.25601979;8;5;17114;Escola Regular;4316907;1;Sem Risco Mapeado
9109;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS MED OSVALDO ARANHA;43093078;Novo Hamburgo;Urbana;A escola não está em área de localização diferenciada;R RUA TIMBAUVA 931, 931 IDEAL. 93334-180 Novo Hamburgo - RS.;(51) 35822009;Entre 501 e 1000 matrículas de escolarização;Ensino Fundamental, Ensino Médio;Atendimento Educacional Especializado;-28.2953302;-53.5008127;2;5;9307;Escola Regular;4313409;0;Sem Risco Mapeado
9119;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS FUN ANNA WILLIG;43098304;Passo Fundo;Urbana;A escola não está em área de localização diferenciada;R MASCARENHAS 329 A, 329 A. OPERARIA. 99025-040 Passo Fundo - RS.;(54) 33143232;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental, Educação de Jovens Adultos;Atendimento Educacional Especializado;-30.09593;-51.24316;7;4;9830;Escola Regular;4314100;0;Sem Risco Mapeado
9127;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS FUN SANTOS DUMONT;43130402;Santo Antônio da Patrulha;Rural;A escola não está em área de localização diferenciada;ETR MORRO GRANDE 9810, 9810 6 DISTRITO. 95500-000 Santo Antônio da Patrulha - RS.;;Até 50 matrículas de escolarização;Ensino Fundamental;;-31.93809;-52.31051;11;2;13040;Escola Regular;4317608;0;Sem Risco Mapeado
9130;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS FUN GONCALVES DIAS;43106501;Porto Alegre;Urbana;A escola não está em área de localização diferenciada;R CANDIOTA 145, 145 PASSO DAREIA. 91030-020 Porto Alegre - RS.;(51) 33412203;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental;;-31.7663663;-52.5017307;1;4;10650;Escola Regular;4314902;0;Risco Hidrológico
9137;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS MED RUY BARBOSA;43074189;Ijuí;Urbana;A escola não está em área de localização diferenciada;R MATO GROSSO 623, 623 CENTRO. 98700-000 Ijuí - RS.;(55) 33328626;Entre 201 e 500 matrículas de escolarização;Ensino Médio;Atendimento Educacional Especializado;-29.91393;-51.06431;36;4;7418;Escola Regular;4310207;1;Sem Risco Mapeado
9138;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS MED PROF AFFONSO PEDRO RABUSKE;43121462;Santa Cruz do Sul;Urbana;A escola não está em área de localização diferenciada;AV PREF ORLANDO OSCAR BAUMHARDT 1579, 1579 LINHA SANTA CRUZ. 96822-050 Santa Cruz do Sul - RS.;(51) 37131703;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental, Ensino Médio;Atendimento Educacional Especializado;-29.5565955;-50.7842161;6;4;12146;Escola Regular;4316808;0;Sem Risco Mapeado
9144;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS MED SAO FRANCISCO DE SALES;43034055;Campo Novo;Urbana;A escola não está em área de localização diferenciada;R REDENTORA 298 QUADRA, 298 QUADRA. CENTRO. 98570-000 Campo Novo - RS.;(55) 35281233;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental, Ensino Médio;Atendimento Educacional Especializado;-28.3024754;-54.2627882;21;4;3405;Escola Regular;4304002;1;Sem Risco Mapeado
9145;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS MED ALFREDO JOSE KLIEMANN;43121586;Santa Cruz do Sul;Urbana;A escola não está em área de localização diferenciada;R ARGENTINA 140 PREDIO, 140 PREDIO. BOM JESUS. 96845-270 Santa Cruz do Sul - RS.;(51) 21090750;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental, Ensino Médio;Atendimento Educacional Especializado;-31.34069193;-54.10434957;6;4;12158;Escola Regular;4316808;0;Sem Risco Mapeado
9151;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS FUN PROFESSORA ADELINA ZANCHI;43062148;Faxinal do Soturno;Urbana;A escola não está em área de localização diferenciada;R 30 DE NOVEMBRO 577, 577 CENTRO. 97220-000 Faxinal do Soturno - RS.;(55) 32631190;Entre 51 e 200 matrículas de escolarização;Ensino Fundamental;;-28.03812934;-54.35842567;8;3;6214;Escola Regular;4308003;0;Sem Risco Mapeado
9152;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;INST EST EDUC MARIA CRISTINA CIEP;43072135;Humaitá;Urbana;A escola não está em área de localização diferenciada;R DALTRO FILHO 520 ESCOLA, 520 ESCOLA. CENTRO. 98670-000 Humaitá - RS.;(55) 35251455;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental, Ensino Médio, Educação Profissional;Atendimento Educacional Especializado;-28.30919961;-54.87928498;21;4;7213;Escola Regular;4309704;0;Sem Risco Mapeado
9154;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COL ESTADUAL DOM ANTONIO MACEDO COSTA;43046533;Ciríaco;Urbana;A escola não está em área de localização diferenciada;R TOBIAS BARRETO 197 PREDIO, 197 PREDIO. CENTRO. 99970-000 Ciríaco - RS.;;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos;Atendimento Educacional Especializado;-29.3604793;-51.986104;7;4;4653;Escola Regular;4305504;0;Sem Risco Mapeado
9155;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS FUN BOQUEIRAO;43127983;Santiago;Rural;A escola não está em área de localização diferenciada;ETR AREA RURAL 80, 80 1 DISTRITO BOQUEI. 97719-899 Santiago - RS.;;Até 50 matrículas de escolarização;Ensino Fundamental;;-29.22843033;-51.32085739;35;2;12798;Escola Regular;4317400;0;Sem Risco Mapeado
9162;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS MED ANNA LUISA FERRAO TEIXEIRA;43098290;Passo Fundo;Urbana;A escola não está em área de localização diferenciada;R DONA ELISA 693, 693 DONA ELISA. 99020-120 Passo Fundo - RS.;(54) 33152905;Entre 501 e 1000 matrículas de escolarização;Ensino Fundamental, Ensino Médio;Atendimento Educacional Especializado;-28.34283324;-52.38515692;7;5;9829;Escola Regular;4314100;0;Sem Risco Mapeado
9165;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS MED GUIMARAES ROSA;43029825;Cachoeirinha;Urbana;A escola não está em área de localização diferenciada;R JOSE ANTONIO DUARTE 468, 468 SILVEIRA MARTINS. 94940-180 Cachoeirinha - RS.;(51) 34717575;Entre 501 e 1000 matrículas de escolarização;Ensino Fundamental, Ensino Médio;;-28.5105871;-50.9334421;28;5;2982;Escola Regular;4303103;0;Risco Hidrológico
9168;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS FUN EDISON NUNES DE CAMPOS;43031935;Camaquã;Rural;A escola não está em área de localização diferenciada;R NEUSA GOULART BRIZOLA 00 SC, 00 SC. BANHADO DO COLEGIO. 96795-000 Camaquã - RS.;;Entre 51 e 200 matrículas de escolarização;Ensino Fundamental;Atendimento Educacional Especializado;-29.91197144;-51.19352758;12;3;3193;Escola Regular;4303509;0;Sem Risco Mapeado
9174;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS FUN EDUARDO VARGAS;43012230;Alegrete;Urbana;A escola não está em área de localização diferenciada;R RUA MAURICIO CARDOSO 444, 444 CIDADE ALTA. 97545-000 Alegrete - RS.;(55) 34221365;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental;Atendimento Educacional Especializado;-30.12542469;-51.96856031;10;4;1223;Escola Regular;4300406;0;Sem Risco Mapeado
9175;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ED BAS PADRE BENJAMIM COPETTI;43150047;Sobradinho;Urbana;A escola não está em área de localização diferenciada;R PADRE OSVALDO STRACKE 151, 151 CENTRO. 96900-000 Sobradinho - RS.;(51) 37421113;Entre 501 e 1000 matrículas de escolarização;Ensino Fundamental, Ensino Médio, Educação Profissional, Educação de Jovens Adultos;Atendimento Educacional Especializado;-28.2637;-52.43675;6;5;15004;Escola Regular;4320701;0;Sem Risco Mapeado
9181;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS FUN ESPIRITO SANTO;43106331;Porto Alegre;Urbana;A escola não está em área de localização diferenciada;R ASCENCAO 245, 245 GLORIA. 91710-180 Porto Alegre - RS.;(51) 33843097;Até 50 matrículas de escolarização;Ensino Fundamental;;-30.01315;-51.14875;1;2;10633;Escola Regular;4314902;0;Risco de Movimento de Massa
9183;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS MED NEUZA GOULART BRIZOLA CAIC;43174116;Cachoeirinha;Urbana;A escola não está em área de localização diferenciada;R RUA ANDRE DE SOUZA DIAS SN, SN PARQUE GRANJA ESPERA. 94960-403 Cachoeirinha - RS.;(51) 34394619;Mais de 1000 matrículas de escolarização;Ensino Fundamental, Ensino Médio;;-29.71919037;-53.76950946;28;6;17411;Escola Regular;4303103;0;Sem Risco Mapeado
9185;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS FUN AGOSTINHO COSTI;43054420;Encantado;Urbana;A escola não está em área de localização diferenciada;R ANTONIO POLESE 318, 318 PLANALTO. 95960-000 Encantado - RS.;(51) 37516894;Entre 51 e 200 matrículas de escolarização;Ensino Fundamental;;-29.95394481;-51.07812646;3;3;5442;Escola Regular;4306809;0;Sem Risco Mapeado
9194;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ED BAS CRUZEIRO;43126693;Santa Rosa;Urbana;A escola não está em área de localização diferenciada;R RUA TARQUINIO DE OLIVEIRA 171, 171 CRUZEIRO. 98789-104 Santa Rosa - RS.;(55) 35121556;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos;;-29.99562;-51.2003;17;4;12669;Escola Regular;4317202;1;Sem Risco Mapeado
9199;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ED BAS ALFREDO FERRARI;43118496;Saldanha Marinho;Urbana;A escola não está em área de localização diferenciada;R OLIVEIRA SALGADO 51, 51 CENTRO. 98250-000 Saldanha Marinho - RS.;(55) 33731106;Entre 51 e 200 matrículas de escolarização;Ensino Fundamental, Ensino Médio;Atendimento Educacional Especializado;-30.05513;-51.14995;39;3;11849;Escola Regular;4316436;0;Sem Risco Mapeado
9206;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;INST ESTADUAL ARNELDO MATTER;43132880;São Borja;Urbana;A escola não está em área de localização diferenciada;R BORGES DO CANTO 714, 714 TIRO. 97670-000 São Borja - RS.;(55) 34311745;Entre 501 e 1000 matrículas de escolarização;Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos;Atendimento Educacional Especializado;-30.02255253;-51.15250181;35;5;13288;Escola Regular;4318002;0;Sem Risco Mapeado
9213;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS FUN APRENDER;43025404;Boqueirão do Leão;Rural;A escola não está em área de localização diferenciada;VL PEDRAS BRANCAS SN PREDIO, SN PREDIO. PEDRAS BRANCAS. 95920-000 Boqueirão do Leão - RS.;(51) 37891220;Até 50 matrículas de escolarização;Ensino Fundamental;;-27.80610981;-51.57075776;6;2;2540;Escola Regular;4302451;0;Sem Risco Mapeado
9217;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COL ESTADUAL DIVA COSTA FACHIN;43029337;Cachoeira do Sul;Urbana;A escola não está em área de localização diferenciada;R RUA LEOPOLDO SOUZA 1466, 1466 PONCHE VERDE. 96503-776 Cachoeira do Sul - RS.;(51) 37222099;Entre 501 e 1000 matrículas de escolarização;Ensino Fundamental, Ensino Médio, Educação Profissional;Atendimento Educacional Especializado;-29.67399597;-53.82656135;24;5;2933;Escola Regular;4303004;1;Sem Risco Mapeado
9219;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS MED PONCHE VERDE;43048498;Crissiumal;Urbana;A escola não está em área de localização diferenciada;R RUI BARBOSA 246, 246 CENTRO. 98640-000 Crissiumal - RS.;(55) 35241270;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental, Ensino Médio, Educação Profissional;Atendimento Educacional Especializado;-30.53229672;-53.47145356;21;4;4849;Escola Regular;4306007;0;Sem Risco Mapeado
9226;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS FUN NOSSA SENHORA DO PERPETUO SOCORRO;43165370;Venâncio Aires;Rural;A escola não está em área de localização diferenciada;CAM LINHA TRAVESSA SN, SN LINHA TRAVESSA. 95800-000 Venâncio Aires - RS.;;Entre 51 e 200 matrículas de escolarização;Ensino Fundamental;;-27.59095078;-52.10557295;6;3;16537;Escola Regular;4322608;0;Sem Risco Mapeado
9230;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST TECNICA GUARAMANO;43071538;Guarani das Missões;Urbana;A escola não está em área de localização diferenciada;R MIGUEL KAMINSKI SN, SN SANTA TERESA. 97950-000 Guarani das Missões - RS.;(55) 33531011;Entre 501 e 1000 matrículas de escolarização;Ensino Fundamental, Ensino Médio, Educação Profissional;Atendimento Educacional Especializado;-30.06679751;-51.22125226;14;5;7153;Escola Regular;4309506;0;Sem Risco Mapeado
