;GmlId;objectid;cd_snisb;nm_barragem;nm_secundario;uso_principal;uf;municipio;risco;dano_potencial;nm_empreendedor;tp_empreendedor;org_fiscalizador;cd_bar_fiscalizador;regulada_pnsb;nm_autorizacao;pae;psb;rev_periodica;dt_ult_fiscalizacao;barragem_autuada;altura_fundacao_m;altura_terreno_m;capacidade_hm3;comp_coroamento_m;tp_material;uso_complementar;cd_curso_agua_barrado;nm_curso_agua;regiao_hidrografica;unidade_gestao;dt_ult_inspecao;tp_ult_inspecao;nv_perigo_global;possui_eclusa;fase_vida;latitude;longitude;completude_dados;barragem_outorgada;empreendedor_identificado;info_altura;maior_altura;faixa_altura;info_volume;fx_volume;info_altura_volume;classificada_cri;classificada_dpa;inspecao;fiscalização;mais_preocupa;n;sequencia;cd_ibge;nome_mun;corede;regiao_func;Shape
8881;Cadastro_SNISB_20230720.8882;8882;2046.0;1286/2015;;Irrigação;RS;URUGUAIANA;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;1,499605671e+11;Sim;1286/2015;;Não;Não;;Não;10;10.0;3.016;0.0;Sem Informação;;82458.0;Arroio Camoatim;Região Hidrográfica do URUGUAI;Quaraí;;;;;;-30.01556;-56.64944;mínima;Sim;Sim;Sim;10.0;"7,5 m &lt; h &lt; 15 m";Sim;Pequena entre 3 e 5 hm³;Sim;Não;Sim;Não;Não;Não;1;21114.0;4322400;Uruguaiana;Fronteira Oeste;6;POINT (-56.64944000 -30.01556000)
8886;Cadastro_SNISB_20230720.8887;8887;1921.0;1133/07;;Irrigação;RS;URUGUAIANA;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;58770500074;Sim;1133/07;;Não;Não;;Não;9,8;9.8;2.552;0.0;Sem Informação;;82462.0;Sanga da Gameleira;Região Hidrográfica do URUGUAI;Quaraí;;;;;;-30.05;-56.48639;mínima;Sim;Sim;Sim;9.8;"7,5 m &lt; h &lt; 15 m";Sim;Pequena entre 1 e 3 hm³;Sim;Não;Sim;Não;Não;Não;1;21131.0;4322400;Uruguaiana;Fronteira Oeste;6;POINT (-56.48639000 -30.05000000)
8890;Cadastro_SNISB_20230720.8891;8891;1900.0;1052/07;;Irrigação;RS;BARRA DO QUARAÍ;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;54930500074;Sim;1052/07;;Não;Não;;Não;6,4;6.4;0.054;0.0;Sem Informação;;824.0;Rio Quaraí;Região Hidrográfica do URUGUAI;Quaraí;;;;;;-30.23306;-57.44778;mínima;Sim;Sim;Sim;6.4;"h &lt; 7,5 m";Sim;Pequena até 1 hm³;Sim;Não;Sim;Não;Não;Não;1;21135.0;4301875;Barra do Quaraí;Fronteira Oeste;6;POINT (-57.44778000 -30.23306000)
8906;Cadastro_SNISB_20230720.8907;8907;2072.0;081/12;;Irrigação;RS;URUGUAIANA;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;1,8222056711e+11;Sim;081/12;;Não;Não;;Não;5,4;5.4;0.868;0.0;Sem Informação;;82454.0;Arroio Capivari;Região Hidrográfica do URUGUAI;Quaraí;;;;;;-30.00667;-57.01056;mínima;Sim;Sim;Sim;5.4;"h &lt; 7,5 m";Sim;Pequena até 1 hm³;Sim;Não;Sim;Não;Não;Não;1;21163.0;4322400;Uruguaiana;Fronteira Oeste;6;POINT (-57.01056000 -30.00667000)
8911;Cadastro_SNISB_20230720.8912;8912;2312.0;1145/07;;Irrigação;RS;JÓIA;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;60870500078;Sim;1145/07;;Não;Não;;Não;7;7.0;0.341;0.0;Sem Informação;;827428.0;Arroio Uporê;Região Hidrográfica do URUGUAI;Ijuí;;;;;;-28.86694;-54.02667;mínima;Sim;Sim;Sim;7.0;"h &lt; 7,5 m";Sim;Pequena até 1 hm³;Sim;Não;Sim;Não;Não;Não;1;21191.0;4311155;Jóia;Noroeste Colonial;7;POINT (-54.02667000 -28.86694000)
8912;Cadastro_SNISB_20230720.8913;8913;2319.0;0898/07;;Irrigação;RS;BARRA DO QUARAÍ;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;47800500071;Sim;0898/07;;Não;Não;;Não;6,77;6.77;2.435;0.0;Sem Informação;;824512.0;SEM NOME;Região Hidrográfica do URUGUAI;Quaraí;;;;;;-30.15583;-57.19583;mínima;Sim;Sim;Sim;6.77;"h &lt; 7,5 m";Sim;Pequena entre 1 e 3 hm³;Sim;Não;Sim;Não;Não;Não;1;21192.0;4301875;Barra do Quaraí;Fronteira Oeste;6;POINT (-57.19583000 -30.15583000)
8932;Cadastro_SNISB_20230720.8933;8933;5474.0;*41990567092;;Irrigação;RS;ITAQUI;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;0690/2009;Sim;0690/2009;;Não;Não;;Não;;0.0;5.002;0.0;Terra;;826132.0;Sanga das Capivaras;Região Hidrográfica do URUGUAI;Ibicuí;;;;;;-29.34167;-56.59944;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Média;Não;Não;Sim;Não;Não;Não;1;21268.0;4310603;Itaqui;Fronteira Oeste;6;POINT (-56.59944000 -29.34167000)
8942;Cadastro_SNISB_20230720.8943;8943;5491.0;*87500567102;;Irrigação;RS;URUGUAIANA;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;0325/2011;Sim;0325/2011;;Não;Não;;Não;;0.0;1.153;0.0;Terra;;82612.0;Arroio Ibirocaí;Região Hidrográfica do URUGUAI;Ibicuí;;;;;;-29.52639;-56.50889;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena entre 1 e 3 hm³;Não;Não;Sim;Não;Não;Não;1;21280.0;4322400;Uruguaiana;Fronteira Oeste;6;POINT (-56.50889000 -29.52639000)
8943;Cadastro_SNISB_20230720.8944;8944;5495.0;*141000000000;;Irrigação;RS;URUGUAIANA;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;0395/2011;Sim;0395/2011;;Não;Não;;Não;;0.0;1.685;0.0;Terra;;82612.0;Arroio Ibirocaí;Região Hidrográfica do URUGUAI;Ibicuí;;;;;;-29.54;-56.50611;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena entre 1 e 3 hm³;Não;Não;Sim;Não;Não;Não;1;21281.0;4322400;Uruguaiana;Fronteira Oeste;6;POINT (-56.50611000 -29.54000000)
8944;Cadastro_SNISB_20230720.8945;8945;5506.0;*2220500084;;Irrigação;RS;ITAQUI;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;1763/2008;Sim;1763/2008;;Não;Não;;Não;;0.0;2.915;0.0;Terra;;827112.0;SEM NOME;Região Hidrográfica do URUGUAI;Ibicuí;;;;;;-29.23639;-56.48694;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena entre 1 e 3 hm³;Não;Não;Sim;Não;Não;Não;1;21282.0;4310603;Itaqui;Fronteira Oeste;6;POINT (-56.48694000 -29.23639000)
8945;Cadastro_SNISB_20230720.8946;8946;5920.0;*34480567101;;Irrigação;RS;ROSÁRIO DO SUL;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;0175/14;Sim;0175/14;;Não;Não;;Não;;0.0;0.49;0.0;Terra;;82682.0;Arroio Vacaquá;Região Hidrográfica do URUGUAI;Santa Maria;;;;;;-30.43622;-55.03633;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena até 1 hm³;Não;Não;Sim;Não;Não;Não;1;21283.0;4316402;Rosário do Sul;Fronteira Oeste;6;POINT (-55.03633000 -30.43622000)
8956;Cadastro_SNISB_20230720.8957;8957;5957.0;*104000000000;;Irrigação;RS;DOM PEDRITO;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;1702/2006;Sim;1702/2006;;Não;Não;;Não;;0.0;0.741;0.0;Terra;;826884.0;SEM NOME;Região Hidrográfica do URUGUAI;Santa Maria;;;;;;-30.96365;-54.88619;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena até 1 hm³;Não;Não;Sim;Não;Não;Não;1;21296.0;4306601;Dom Pedrito;Campanha;6;POINT (-54.88619000 -30.96365000)
8957;Cadastro_SNISB_20230720.8958;8958;5958.0;*3950500067;;Irrigação;RS;SÃO LUIZ GONZAGA;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;903/2006;Sim;903/2006;;Não;Não;;Não;5;0.0;0.101;0.0;Terra;;8272.0;Rio Piratini;Região Hidrográfica do URUGUAI;Piratinim;;;;;;-28.52333;-54.88417;mínima;Sim;Sim;Sim;5.0;"h &lt; 7,5 m";Sim;Pequena até 1 hm³;Sim;Não;Sim;Não;Não;Não;1;21297.0;4318903;São Luiz Gonzaga;Missões;7;POINT (-54.88417000 -28.52333000)
8965;Cadastro_SNISB_20230720.8966;8966;5995.0;*90120567127;;Irrigação;RS;ROSÁRIO DO SUL;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;0895/2015;Sim;0895/2015;;Não;Não;;Não;;0.0;0.237;0.0;Terra;;8269152.0;SEM NOME;Região Hidrográfica do URUGUAI;Santa Maria;;;;;;-30.43529;-54.79167;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena até 1 hm³;Não;Não;Sim;Não;Não;Não;1;21309.0;4316402;Rosário do Sul;Fronteira Oeste;6;POINT (-54.79167000 -30.43529000)
8973;Cadastro_SNISB_20230720.8974;8974;6003.0;*63460500072;;Irrigação;RS;CACEQUI;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;1243/2007;Sim;1243/2007;;Não;Não;;Não;;0.0;1.583;0.0;Terra;;8266116.0;SEM NOME;Região Hidrográfica do URUGUAI;Ibicuí;;;;;;-29.87889;-54.77361;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena entre 1 e 3 hm³;Não;Não;Sim;Não;Não;Não;1;21323.0;4302907;Cacequi;Vale do Jaguarí;8;POINT (-54.77361000 -29.87889000)
8974;Cadastro_SNISB_20230720.8975;8975;6005.0;*104000000000;;Irrigação;RS;DOM PEDRITO;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;0088/12;Sim;0088/12;;Não;Não;;Não;;0.0;4.193;0.0;Terra;;8269382.0;SEM NOME;Região Hidrográfica do URUGUAI;Santa Maria;;;;;;-30.774;-54.77055;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena entre 3 e 5 hm³;Não;Não;Sim;Não;Não;Não;1;21324.0;4306601;Dom Pedrito;Campanha;6;POINT (-54.77055000 -30.77400000)
8984;Cadastro_SNISB_20230720.8985;8985;5601.0;*2130567082;;Irrigação;RS;ALEGRETE;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;0507/2008;Sim;0507/2008;;Não;Não;;Não;;0.0;0.246;0.0;Terra;;826126.0;Arroio Vacacaí;Região Hidrográfica do URUGUAI;Ibicuí;;;;;;-29.81694;-56.28889;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena até 1 hm³;Não;Não;Sim;Não;Não;Não;1;21334.0;4300406;Alegrete;Fronteira Oeste;6;POINT (-56.28889000 -29.81694000)
8985;Cadastro_SNISB_20230720.8986;8986;5618.0;*65140500060;;Irrigação;RS;ALEGRETE;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;1557/2006;Sim;1557/2006;;Não;Não;;Não;;0.0;9.785;0.0;Terra;;826144.0;SEM NOME;Região Hidrográfica do URUGUAI;Ibicuí;;;;;;-29.48222;-56.25639;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Média;Não;Não;Sim;Não;Não;Não;1;21335.0;4300406;Alegrete;Fronteira Oeste;6;POINT (-56.25639000 -29.48222000)
8997;Cadastro_SNISB_20230720.8998;8998;5649.0;*48960500051;;Irrigação;RS;ALEGRETE;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;0006/2006;Sim;0006/2006;;Não;Não;;Não;;0.0;0.616;0.0;Terra;;826144.0;SEM NOME;Região Hidrográfica do URUGUAI;Ibicuí;;;;;;-29.55944;-56.16;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena até 1 hm³;Não;Não;Sim;Não;Não;Não;1;21347.0;4300406;Alegrete;Fronteira Oeste;6;POINT (-56.16000000 -29.55944000)
8998;Cadastro_SNISB_20230720.8999;8999;6051.0;*134000000000;;Irrigação;RS;SÃO GABRIEL;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;0661/09;Sim;0661/09;;Não;Não;;Não;;0.0;0.576;0.0;Terra;;826744.0;Arroio do Jacaré;Região Hidrográfica do URUGUAI;Santa Maria;;;;;;-30.09913;-54.61719;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena até 1 hm³;Não;Não;Sim;Não;Não;Não;1;21348.0;4318309;São Gabriel;Fronteira Oeste;6;POINT (-54.61719000 -30.09913000)
9000;Cadastro_SNISB_20230720.9001;9001;6069.0;*173000000000;;Irrigação;RS;DOM PEDRITO;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;0031/05;Sim;0031/05;;Não;Não;;Não;;0.0;0.113;0.0;Terra;;826962.0;SEM NOME;Região Hidrográfica do URUGUAI;Santa Maria;;;;;;-31.11402;-54.53778;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena até 1 hm³;Não;Não;Sim;Não;Não;Não;1;21350.0;4306601;Dom Pedrito;Campanha;6;POINT (-54.53778000 -31.11402000)
9005;Cadastro_SNISB_20230720.9006;9006;5654.0;*56700500079;;Irrigação;RS;ALEGRETE;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;1153/2007;Sim;1153/2007;;Não;Não;;Não;;0.0;0.231;0.0;Terra;;82614.0;Arroio Itapororó;Região Hidrográfica do URUGUAI;Ibicuí;;;;;;-29.72972;-56.15222;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena até 1 hm³;Não;Não;Sim;Não;Não;Não;1;21355.0;4300406;Alegrete;Fronteira Oeste;6;POINT (-56.15222000 -29.72972000)
9006;Cadastro_SNISB_20230720.9007;9007;5655.0;*11700567122;;Irrigação;RS;ALEGRETE;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;1208/2012;Sim;1208/2012;;Não;Não;;Não;;0.0;6.584;0.0;Terra;;82614.0;Arroio Itapororó;Região Hidrográfica do URUGUAI;Ibicuí;;;;;;-29.70611;-56.14806;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Média;Não;Não;Sim;Não;Não;Não;1;21356.0;4300406;Alegrete;Fronteira Oeste;6;POINT (-56.14806000 -29.70611000)
9007;Cadastro_SNISB_20230720.9008;9008;5661.0;*15240567097;;Irrigação;RS;SÃO BORJA;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;0354/10;Sim;0354/10;;Não;Não;;Não;;0.0;2.755;0.0;Terra;;8271722.0;Arroio Santa Luzia;Região Hidrográfica do URUGUAI;Butuí-Icamaquã;;;;;;-28.80056;-56.11667;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena entre 1 e 3 hm³;Não;Não;Sim;Não;Não;Não;1;21357.0;4318002;São Borja;Fronteira Oeste;6;POINT (-56.11667000 -28.80056000)
9008;Cadastro_SNISB_20230720.9009;9009;5664.0;*67000567109;;Irrigação;RS;ALEGRETE;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;1291/2015;Sim;1291/2015;;Não;Não;;Não;;0.0;1.178;0.0;Terra;;82622.0;Arroio Inhanduí;Região Hidrográfica do URUGUAI;Ibicuí;;;;;;-29.78611;-56.10889;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena entre 1 e 3 hm³;Não;Não;Sim;Não;Não;Não;1;21358.0;4300406;Alegrete;Fronteira Oeste;6;POINT (-56.10889000 -29.78611000)
9009;Cadastro_SNISB_20230720.9010;9010;5675.0;*134000000000;;Irrigação;RS;ALEGRETE;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;1871/2008;Sim;1871/2008;;Não;Não;;Não;;0.0;0.724;0.0;Terra;;82622.0;Arroio Inhanduí;Região Hidrográfica do URUGUAI;Ibicuí;;;;;;-29.93667;-56.085;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena até 1 hm³;Não;Não;Sim;Não;Não;Não;1;21359.0;4300406;Alegrete;Fronteira Oeste;6;POINT (-56.08500000 -29.93667000)
9011;Cadastro_SNISB_20230720.9012;9012;6094.0;*107000000000;;Irrigação;RS;CACEQUI;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;0732/2011;Sim;0732/2011;;Não;Não;;Não;;0.0;4.159;0.0;Terra;;8266182.0;SEM NOME;Região Hidrográfica do URUGUAI;Ibicuí;;;;;;-29.79889;-54.48306;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena entre 3 e 5 hm³;Não;Não;Sim;Não;Não;Não;1;21361.0;4302907;Cacequi;Vale do Jaguarí;8;POINT (-54.48306000 -29.79889000)
9015;Cadastro_SNISB_20230720.9016;9016;5705.0;*49570567117;;Irrigação;RS;ALEGRETE;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;1492/2012;Sim;1492/2012;;Não;Não;;Não;;0.0;0.761;0.0;Terra;;8262212.0;SEM NOME;Região Hidrográfica do URUGUAI;Ibicuí;;;;;;-29.52389;-56.02;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena até 1 hm³;Não;Não;Sim;Não;Não;Não;1;21367.0;4300406;Alegrete;Fronteira Oeste;6;POINT (-56.02000000 -29.52389000)
9016;Cadastro_SNISB_20230720.9017;9017;5706.0;*138000000000;;Irrigação;RS;MAÇAMBARÁ;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;1555/12;Sim;1555/12;;Não;Não;;Não;10;0.0;0.846;0.0;Terra;;82714.0;Rio Butuí;Região Hidrográfica do URUGUAI;Butuí-Icamaquã;;;;;;-29.05111;-56.01861;mínima;Sim;Sim;Sim;10.0;"7,5 m &lt; h &lt; 15 m";Sim;Pequena até 1 hm³;Sim;Não;Sim;Não;Não;Não;1;21368.0;4311718;Maçambará;Fronteira Oeste;6;POINT (-56.01861000 -29.05111000)
9017;Cadastro_SNISB_20230720.9018;9018;5707.0;*81680567131;;Irrigação;RS;MAÇAMBARÁ;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;683/15;Sim;683/15;;Não;Não;;Não;3,9;0.0;1.118;0.0;Terra;;82714.0;Rio Butuí;Região Hidrográfica do URUGUAI;Butuí-Icamaquã;;;;;;-28.94;-56.0125;mínima;Sim;Sim;Sim;3.9;"h &lt; 7,5 m";Sim;Pequena entre 1 e 3 hm³;Sim;Não;Sim;Não;Não;Não;1;21369.0;4311718;Maçambará;Fronteira Oeste;6;POINT (-56.01250000 -28.94000000)
9020;Cadastro_SNISB_20230720.9021;9021;6123.0;*41220500050;;Irrigação;RS;SÃO GABRIEL;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;0675/2005;Sim;0675/2005;;Não;Não;;Não;;0.0;0.001;0.0;Terra;;79689762.0;Arroio Piraí;Região Hidrográfica ATLÂNTICO SUL;Vacacaí-Vacacaí Mirim;;;;;;-30.31111;-54.33222;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena até 1 hm³;Não;Não;Sim;Não;Não;Não;1;21372.0;4318309;São Gabriel;Fronteira Oeste;6;POINT (-54.33222000 -30.31111000)
9026;Cadastro_SNISB_20230720.9027;9027;5724.0;*133000000000;;Irrigação;RS;QUARAÍ;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;0511/2007;Sim;0511/2007;;Não;Não;;Não;;0.0;1.662;0.0;Terra;;8262672.0;Arroio do Capieiro;Região Hidrográfica do URUGUAI;Ibicuí;;;;;;-30.24333;-55.99028;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena entre 1 e 3 hm³;Não;Não;Sim;Não;Não;Não;1;21380.0;4315305;Quaraí;Fronteira Oeste;6;POINT (-55.99028000 -30.24333000)
9028;Cadastro_SNISB_20230720.9029;9029;5731.0;*79710567116;;Irrigação;RS;ALEGRETE;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;1024/2015;Sim;1024/2015;;Não;Não;;Não;;0.0;1.42;0.0;Terra;;82622.0;Arroio Inhanduí;Região Hidrográfica do URUGUAI;Ibicuí;;;;;;-29.63611;-55.975;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena entre 1 e 3 hm³;Não;Não;Sim;Não;Não;Não;1;21382.0;4300406;Alegrete;Fronteira Oeste;6;POINT (-55.97500000 -29.63611000)
9035;Cadastro_SNISB_20230720.9036;9036;5761.0;*119000000000;;Irrigação;RS;ALEGRETE;Não Classificado;Alto;Agropecuária Centauro S/A;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;1745/2012;Sim;1745/2012;;Não;Não;;Não;;0.0;0.65;0.0;Terra;;826232.0;SEM NOME;Região Hidrográfica do URUGUAI;Ibicuí;;;;;;-29.63389;-55.92389;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena até 1 hm³;Não;Não;Sim;Não;Não;Não;1;21391.0;4300406;Alegrete;Fronteira Oeste;6;POINT (-55.92389000 -29.63389000)
9036;Cadastro_SNISB_20230720.9037;9037;5763.0;0863/2007;;Irrigação;RS;SÃO BORJA;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;000781-05.00/07-5 1;Sim;0863/2007;;Não;Não;;Não;5;0.0;0.082;0.0;Terra;;827174.0;Sanga Estiva;Região Hidrográfica do URUGUAI;Butuí-Icamaquã;;;;;;-28.68167;-55.92278;mínima;Sim;Sim;Sim;5.0;"h &lt; 7,5 m";Sim;Pequena até 1 hm³;Sim;Não;Sim;Não;Não;Não;1;21392.0;4318002;São Borja;Fronteira Oeste;6;POINT (-55.92278000 -28.68167000)
9037;Cadastro_SNISB_20230720.9038;9038;6172.0;*49760500072;;Irrigação;RS;BAGÉ;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;1157/07;Sim;1157/07;;Não;Não;;Não;;0.0;0.106;0.0;Terra;;8226.0;Rio Negro;Região Hidrográfica do URUGUAI;Negro;;;;;;-31.40418;-54.12057;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena até 1 hm³;Não;Não;Sim;Não;Não;Não;1;21393.0;4301602;Bagé;Campanha;6;POINT (-54.12057000 -31.40418000)
9038;Cadastro_SNISB_20230720.9039;9039;6178.0;*86600567084;;Irrigação;RS;BAGÉ;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;0030/10;Sim;0030/10;;Não;Não;;Não;;0.0;0.076;0.0;Terra;;8226984.0;Arroio Piraizinho;Região Hidrográfica do URUGUAI;Negro;;;;;;-31.25945;-54.10084;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena até 1 hm³;Não;Não;Sim;Não;Não;Não;1;21394.0;4301602;Bagé;Campanha;6;POINT (-54.10084000 -31.25945000)
9039;Cadastro_SNISB_20230720.9040;9040;6184.0;1701/2006;;Irrigação;RS;DILERMANDO DE AGUIAR;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;012463-05.00/06-5 2;Sim;1701/2006;;Não;Não;;Não;5;0.0;0.724;0.0;Terra;;796886.0;SEM NOME;Região Hidrográfica ATLÂNTICO SUL;Vacacaí-Vacacaí Mirim;;;;;;-29.87972;-54.08444;mínima;Sim;Sim;Sim;5.0;"h &lt; 7,5 m";Sim;Pequena até 1 hm³;Sim;Não;Sim;Não;Não;Não;1;21395.0;4306379;Dilermando de Aguiar;Central;8;POINT (-54.08444000 -29.87972000)
9040;Cadastro_SNISB_20230720.9041;9041;6185.0;*105000000000;;Irrigação;RS;SANTA MARIA;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;1638/2008;Sim;1638/2008;;Não;Não;;Não;;0.0;0.563;0.0;Terra;;82662.0;Rio Ibicuí-mirim;Região Hidrográfica do URUGUAI;Ibicuí;;;;;;-29.65667;-54.08111;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena até 1 hm³;Não;Não;Sim;Não;Não;Não;1;21396.0;4316907;Santa Maria;Central;8;POINT (-54.08111000 -29.65667000)
9042;Cadastro_SNISB_20230720.9043;9043;5333.0;*67120567106;;Irrigação;RS;BARRA DO QUARAÍ;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;463/11;Sim;463/11;;Não;Não;;Não;;0.0;2.072;0.0;Terra;;824124.0;SEM NOME;Região Hidrográfica do URUGUAI;Quaraí;;;;;;-30.15;-57.34806;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena entre 1 e 3 hm³;Não;Não;Sim;Não;Não;Não;1;21399.0;4301875;Barra do Quaraí;Fronteira Oeste;6;POINT (-57.34806000 -30.15000000)
9044;Cadastro_SNISB_20230720.9045;9045;5784.0;*136000000000;;Irrigação;RS;SÃO BORJA;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;1,36e+11;Sim;1,36e+11;;Não;Não;;Não;7,8;0.0;0.241;0.0;Terra;;82718124.0;Banhado da Restinga Seca;Região Hidrográfica do URUGUAI;Butuí-Icamaquã;;;;;;-28.70917;-55.85639;mínima;Sim;Sim;Sim;7.8;"7,5 m &lt; h &lt; 15 m";Sim;Pequena até 1 hm³;Sim;Não;Sim;Não;Não;Não;1;21401.0;4318002;São Borja;Fronteira Oeste;6;POINT (-55.85639000 -28.70917000)
