objectid;cod_ibge;cod_ses;cod_regiao_uf;macrorregiao_saude;regiao_saude;nome_regiao_saude;crs;municipio;cod_cnes;nome_da_unidade;telefone;nome_razao_social;cod_tipo_un;ds_tipo_un;ds_natureza;tp_gestao;latitude;longitude;equipamento;pics;rbc;raps;complemento;cep;endereco;status;tp_rede_raps
2965;4313409;431340;463;Metropolitana;7;REGIÃO 07 - VALE DOS SINOS;01ª CRS;Novo Hamburgo;2700484;UNIDADE SAUDE DA FAMILIA LIBERDADE NH;;PREFEITURA MUNICIPAL DE NOVO HAMBURGO;1;POSTO DE SAUDE;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-29.71687187;-51.13650601;UBS;1;0;Sem dispositivo específico de saúde mental;;93330-390;RUA MIRANDA, 201 - LIBERDADE;ATIVO;Atenção Básica
2966;4316808;431680;484;Vales;28;REGIÃO 28 - VINTE E OITO;13ª CRS;Santa Cruz do Sul;2255243;PSF MARGARIDA AURORA;;PREFEITURA MUNICIPAL DE SANTA CRUZ DO SUL;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-29.7247678;-52.4126041;UBS;0;0;Sem dispositivo específico de saúde mental;;96825-600;RUA LOTHARIO F HEUSER, 378 - MARGARIDA AURORA;ATIVO;Atenção Básica
2968;4323408;432340;473;Norte;17;REGIÃO 17 - PLANALTO;06ª CRS;Vila Maria;9431314;POSTO DE SAUDE 2 VILA MARIA;;UNIDADE BASICA DE SAUDE 2;1;POSTO DE SAUDE;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-28.52953536;-52.15324569;UBS;0;0;Sem dispositivo específico de saúde mental;;99155-000;RUA LUIGGI STEFANO LOTICI, S/N - CENTRO;ATIVO;Atenção Básica
2969;4304705;430470;473;Norte;17;REGIÃO 17 - PLANALTO;06ª CRS;Carazinho;2262118;ESF NOVA OURO PRETO;;PREFEITURA MUNICIPAL DE CARAZINHO;1;POSTO DE SAUDE;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-28.3118822;-52.7788039;UBS;0;0;Sem dispositivo específico de saúde mental;;99500-000;RUA CATUIPE, 72 - OURO PRETO;ATIVO;Atenção Básica
2970;4302659;430265;464;Metropolitana;8;REGIÃO 08 - VALE DO CAÍ E METROPOLITANA;01ª CRS;Brochier;2224755;POSTO DE SAUDE LINHA PINHEIRO MACHADO;;PREFEITURA MUNICIPAL DE BROCHIER;1;POSTO DE SAUDE;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-29.5260298;-51.60407784;UBS;0;0;Sem dispositivo específico de saúde mental;;95790-000;LINHA PINHEIRO MACHADO, S/N - INTERIOR;ATIVO;Atenção Básica
2972;4320008;432000;464;Metropolitana;8;REGIÃO 08 - VALE DO CAÍ E METROPOLITANA;01ª CRS;Sapucaia do Sul;7377436;ESF BELA VISTA SAPUCAIA DO SUL;;PREFEITURA MUNICIPAL DE SAPUCAIA DO SUL;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-29.8015646;-51.1321376;UBS;0;0;Sem dispositivo específico de saúde mental;;93219-076;BELO HORIZONTE, 350 - VARGAS;ATIVO;Atenção Básica
2974;4311304;431130;474;Norte;18;REGIÃO 18 - ARAUCÁRIAS;06ª CRS;Lagoa Vermelha;6229689;ESF SUZANA LAGOA VERMELHA;;UBS SUZANA LAGOA VERMELHA;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-28.1947987;-51.5278511;UBS;1;1;Sem dispositivo específico de saúde mental;;95300-000;RUA DEMETRIO DIAS DE MORAES, 1780 - SUZANA;ATIVO;Atenção Básica
2975;4302105;430210;481;Serra;25;REGIÃO 25 - VINHEDOS E BASALTO;05ª CRS;Bento Gonçalves;3438856;UNIDADE DE SAUDE APARECIDA;;MUNICIPIO DE BENTO GONCALVES;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-29.13411741;-51.53988047;UBS;1;0;Sem dispositivo específico de saúde mental;;95708-734;R GIACOMO BACCIN, 669 - APARECIDA;ATIVO;Atenção Básica
2976;4308300;430830;475;Norte;19;REGIÃO 19 - BOTUCARAÍ;06ª CRS;Fontoura Xavier;9403957;POSTO DE SAUDE PICADA SILVEIRA;;PREFEITURA MUNICIPAL DE FONTOURA XAVIER;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-28.98726235;-52.27533278;UBS;0;0;Sem dispositivo específico de saúde mental;;99370-000;EST PICADA SILVEIRA, S/N - INTERIOR ESTRADA;ATIVO;Atenção Básica
2977;4318507;431850;477;Sul;21;REGIÃO 21 - SUL;03ª CRS;São José do Norte;191337;ESTRATEGIA SAUDE DA FAMILIA TAMANDARE;;PREFEITURA MUNICIPAL DE SAO JOSE DO NORTE;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-32.0051003;-52.03977378;UBS;0;0;Sem dispositivo específico de saúde mental;;96225-000;BRUTUS NADER, 62 - TAMANDARE;ATIVO;Atenção Básica
2978;4316808;431680;484;Vales;28;REGIÃO 28 - VINTE E OITO;13ª CRS;Santa Cruz do Sul;2255146;AMBULATORIO CENTRAL SANTA CRUZ DO SUL;;PREFEITURA MUNICIPAL DE SANTA CRUZ DO SUL;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-29.7189191;-52.4324225;UBS;1;0;Sem dispositivo específico de saúde mental;;96810-144;RUA ERNESTO ALVES, 858 - CENTRO;ATIVO;Atenção Básica
2979;4313391;431339;483;Vales;27;REGIÃO 27 - JACUÍ CENTRO;08ª CRS;Novo Cabrais;2233614;POSTO DE SAUDE DO CORTADO;;PREFEITURA MUNICIPAL DE NOVO CABRAIS;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-29.729;-53.050457;UBS;1;0;Sem dispositivo específico de saúde mental;;96545-000;CORTADO, S/N - INTERIOR;ATIVO;Atenção Básica
2982;4315602;431560;477;Sul;21;REGIÃO 21 - SUL;03ª CRS;Rio Grande;409057;UBSF POSTO IV RIO GRANDE;;PREFEITURA MUNICIPAL DO RIO GRANDE;1;POSTO DE SAUDE;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-32.0385091;-52.1037903;UBS;1;0;Sem dispositivo específico de saúde mental;;96200-520;RUA MAJOR CARLOS PINTO, 551 - CENTRO;ATIVO;Atenção Básica
2983;4308300;430830;475;Norte;19;REGIÃO 19 - BOTUCARAÍ;06ª CRS;Fontoura Xavier;2251124;UNIDADE SANITARIA DE FONTOURA XAVIER;;PREFEITURA MUNICIPAL DE FONTOURA XAVIER;1;POSTO DE SAUDE;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-28.9834732;-52.34592744;UBS;0;0;Sem dispositivo específico de saúde mental;;99370-000;RUA 25 DE ABRIL, 900 - CENTRO;ATIVO;Atenção Básica
2985;4318101;431810;458;Centro-Oeste;2;REGIÃO 02 - ENTRE RIOS;04ª CRS;São Francisco de Assis;6531091;ESF JOAO DE DEUS CMI SERAFIM BRUNET;;PREFEITURA MUNICIPAL DE SAO FRANCISCO DE ASSIS;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-29.5561536;-55.1333327;UBS;0;0;Sem dispositivo específico de saúde mental;;97610-000;RUA BARROS CASSAL, 2148 - JOAO DE DEUS;ATIVO;Atenção Básica
2987;4323002;432300;466;Metropolitana;10;REGIÃO 10 - CAPITAL E VALE DO GRAVATAÍ;01ª CRS;Viamão;651206;TELEMEDICINA VIAMAO;;MUNICIPIO DE VIAMAO;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-30.0924375;-51.0704041;UBS;0;0;Sem dispositivo específico de saúde mental;SALA 1;94450000;RODOVIA TAPIR ROCHA, 5412 - SAO LUCAS;ATIVO;Atenção Básica
2988;4318705;431870;463;Metropolitana;7;REGIÃO 07 - VALE DOS SINOS;01ª CRS;São Leopoldo;2826259;EQUIPE DE ATENCAO PRIMARIA PRISIONAL;;MUNICIPIO DE SAO LEOPOLDO;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-29.77457923;-51.14767866;UBS;0;0;Sem dispositivo específico de saúde mental;;93020-654;AVENIDA THEODOMIRO PORTO DA FONSECA, 658 - CENTRO;ATIVO;Atenção Básica
2990;4304606;430460;464;Metropolitana;8;REGIÃO 08 - VALE DO CAÍ E METROPOLITANA;01ª CRS;Canoas;2230186;CLINICA DE SAUDE DA FAMILIA GUAJUVIRAS CANOAS;;MUNICIPIO DE CANOAS;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-29.89097212;-51.1356508;UBS;1;1;Sem dispositivo específico de saúde mental;;92415-000;AVENIDA DEZESSETE DE ABRIL, 1991 - GUAJUVIRAS;ATIVO;Atenção Básica
2991;4314902;431490;466;Metropolitana;10;REGIÃO 10 - CAPITAL E VALE DO GRAVATAÍ;01ª CRS;Porto Alegre;2237911;UNIDADE DE SAUDE SAFIRA NOVA;;PREFEITURA MUNICIPAL DE PORTO ALEGRE;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-30.03233536;-51.10366301;UBS;1;0;Sem dispositivo específico de saúde mental;;91260-535;RUA ALBERTO GALIA, 233 - MARIO QUINTANA;ATIVO;Atenção Básica
2992;4307906;430790;482;Serra;26;REGIÃO 26 - UVA VALE;05ª CRS;Farroupilha;6544266;UNIDADE BASICA DE SAUDE DR JOAO ANTONIO LETTI;;PREFEITURA MUNICIPAL DE FARROUPILHA;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-29.21272562;-51.33948823;UBS;1;0;Sem dispositivo específico de saúde mental;;95176-260;RUA ANGELO FAE, 320 - CRUZEIRO;ATIVO;Atenção Básica
2993;4315958;431595;467;Missioneira;11;REGIÃO 11 - SETE POVOS DAS MISSÕES;12ª CRS;Rolador;2700417;PS RINCAO DOS PIRES;;PREFEITURA MUNICIPAL DE ROLADOR;1;POSTO DE SAUDE;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-28.2623269;-54.864865;UBS;0;0;Sem dispositivo específico de saúde mental;;97843-000;RINCAO DOS PIRES, S/N - INTERIOR;ATIVO;Atenção Básica
2994;4302709;430270;465;Metropolitana;9;REGIÃO 09 - CARBONÍFERA/COSTA DOCE;01ª CRS;Butiá;7099932;ESF VILA CHARRUA;;PREFEITURA MUNICIPAL DE BUTIA;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-30.1348878;-51.9776934;UBS;0;0;Sem dispositivo específico de saúde mental;;96750-000;RUA RUA ALIPIO ROSA, 319 - VILA CHARRUA;ATIVO;Atenção Básica
2995;4316808;431680;484;Vales;28;REGIÃO 28 - VINTE E OITO;13ª CRS;Santa Cruz do Sul;7799179;ESF FIGUEIRA;;MUNICIPIO DE SANTA CRUZ DO SUL;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-29.738134;-52.4453513;UBS;1;0;Sem dispositivo específico de saúde mental;;96843-204;RUA PADRE ALBANO TRINKS, 68 - SANTUARIO;ATIVO;Atenção Básica
2996;4314902;431490;466;Metropolitana;10;REGIÃO 10 - CAPITAL E VALE DO GRAVATAÍ;01ª CRS;Porto Alegre;6883354;UNIDADE DE SAUDE SANTA MARTA PORTO ALEGRE;;PREFEITURA MUNICIPAL DE PORTO ALEGRE;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-30.0285495;-51.2324692;UBS;1;0;Sem dispositivo específico de saúde mental;;90010-040;CAPITAO MONTANHA, 27 - CENTRO;ATIVO;Atenção Básica
2997;4312401;431240;464;Metropolitana;8;REGIÃO 08 - VALE DO CAÍ E METROPOLITANA;01ª CRS;Montenegro;4242432;UBS COSTA DA SERRA;;PREFEITURA MUNICIPAL DE MONTENEGRO;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-29.65233472;-51.56209814;UBS;0;0;Sem dispositivo específico de saúde mental;;92534-000;ERS 411 KM6, S/N - COSTA DA SERRA;ATIVO;Atenção Básica
3000;4307708;430770;464;Metropolitana;8;REGIÃO 08 - VALE DO CAÍ E METROPOLITANA;01ª CRS;Esteio;9750606;UBS CIAS;;MUNICIPIO DE ESTEIO;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-29.85988705;-51.15182108;UBS;1;0;Sem dispositivo específico de saúde mental;;93285-230;TRAVESSA MARIO CUTRUNEO, 48 - VILA OLIMPICA;ATIVO;Atenção Básica
3001;4302105;430210;481;Serra;25;REGIÃO 25 - VINHEDOS E BASALTO;05ª CRS;Bento Gonçalves;3674991;UNIDADE DE SAUDE MARIA GORETTI;;MUNICIPIO DE BENTO GONCALVES;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-29.1599233;-51.5258515;UBS;1;0;Sem dispositivo específico de saúde mental;;95707-040;TV REFATTI, 294 - MARIA GORETTI;ATIVO;Atenção Básica
3003;4320321;432032;470;Missioneira;14;REGIÃO 14 - FRONTEIRA NOROESTE;14ª CRS;Senador Salgado Filho;2250624;POSTO DE SAUDE ESQ IPIRANGA SEN SALGADO FILHO;;PREFEITURA MUNICIPAL DE SENADOR SALGADO FILHO;1;POSTO DE SAUDE;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-28.02851666;-54.54650641;UBS;0;0;Sem dispositivo específico de saúde mental;;98895-000;ESQUINA IPIRANGA, S/N - INTERIOR;ATIVO;Atenção Básica
3004;4312005;431200;472;Norte;16;REGIÃO 16 - ALTO URUGUAI GAÚCHO;11ª CRS;Mariano Moro;2248530;CLINICA DE ESPECIALIDADES DE MARIANO MORO;;MUNICIPIO DE MARIANO MORO;1;POSTO DE SAUDE;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-27.3525583;-52.1456956;UBS;1;0;Sem dispositivo específico de saúde mental;;99790-000;RUA ANSELMO FELIPETTO, S/N - CENTRO;ATIVO;Atenção Básica
3005;4305108;430510;479;Serra;23;REGIÃO 23 - CAXIAS E HORTÊNSIAS;05ª CRS;Caxias do Sul;2239019;UBS DESVIO RIZZO;;PREFEITURA MUNICIPAL DE CAXIAS DO SUL;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-29.1922493;-51.232646;UBS;1;0;Sem dispositivo específico de saúde mental;;95110-650;RUA SERAFINO ZATTERA, 189 - DESVIO RIZZO;ATIVO;Atenção Básica
3006;4305009;430500;469;Missioneira;13;REGIÃO 13 - DIVERSIDADE;17ª CRS;Catuípe;7484291;UBS CATUIPE NEVES;;PREFEITURA MUNICIPAL DE CATUIPE;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-28.2560613;-54.0231473;UBS;0;1;Sem dispositivo específico de saúde mental;;98770-000;RUA PRIMEIRO DE MAIO, 756 - NEVES;ATIVO;Atenção Básica
3012;4304507;430450;477;Sul;21;REGIÃO 21 - SUL;03ª CRS;Canguçu;2700964;ESTRATEGIA SAUDE DA FAMILIA DIOGO MACHADO DA FONSECA;;PREFEITURA MUNICIPAL DE CANGUCU;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-31.05321985;-52.47770578;UBS;0;0;Sem dispositivo específico de saúde mental;;96600-000;ALTO ALEGRE, S/N - 5 DISTRITO;ATIVO;Atenção Básica
3013;4312625;431262;473;Norte;17;REGIÃO 17 - PLANALTO;06ª CRS;Muliterno;2246392;POSTO DE SAUDE SANTO ANTONIO MULITERNO;;PREFEITURA MUNICIPAL DE MULITERNO;1;POSTO DE SAUDE;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-28.35822996;-51.71444626;UBS;0;0;Sem dispositivo específico de saúde mental;;99990-000;AREA INDIGENA, S/N - AREA INDIGENA;ATIVO;Atenção Básica
3014;4300604;430060;466;Metropolitana;10;REGIÃO 10 - CAPITAL E VALE DO GRAVATAÍ;01ª CRS;Alvorada;2228793;UBS INTERSUL ALVORADA;(51) 4836979;PREFEITURA MUNICIPAL DE ALVORADA;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-30.02300419;-51.07019694;UBS;1;0;Sem dispositivo específico de saúde mental;;94853-190;RUA ANDRADE NEVES, 802 - INTERSUL;ATIVO;Atenção Básica
3015;4314704;431470;471;Norte;15;REGIÃO 15 - CAMINHO DAS ÁGUAS;02ª CRS;Planalto;2228459;POSTO DE SAUDE PLANALTO;;PREFEITURA MUNICIPAL DE PLANALTO;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-27.3328481;-53.0592022;UBS;0;1;Sem dispositivo específico de saúde mental;;98470-000;AV PRESIDENTE VARGAS, 1119 - CENTRO;ATIVO;Atenção Básica
3016;4310603;431060;459;Centro-Oeste;3;REGIÃO 03 - FRONTEIRA OESTE;10ª CRS;Itaqui;3552527;ESF ENIO SAYAGO;;PREFEITURA MUNICIPAL DE ITAQUI;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-29.12592248;-56.55617952;UBS;0;0;Sem dispositivo específico de saúde mental;;97650-000;RUA INDEPENDENCIA, 2125 - 24 DE MAIO;ATIVO;Atenção Básica
3019;4313953;431395;484;Vales;28;REGIÃO 28 - VINTE E OITO;13ª CRS;Pantano Grande;2235625;POSTO DE SAUDE CAPIVARITA;;PREFEITURA MUNICIPAL DE PANTANO GRANDE;1;POSTO DE SAUDE;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-30.33190701;-52.32155374;UBS;0;0;Sem dispositivo específico de saúde mental;;96690-000;RUA JOSE PETROCHI, 120 - CENTRO;ATIVO;Atenção Básica
3020;4315602;431560;477;Sul;21;REGIÃO 21 - SUL;03ª CRS;Rio Grande;2818655;UBSF TOROTAMA RIO GRANDE;;PREFEITURA MUNICIPAL DO RIO GRANDE;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-31.9162243;-52.1523166;UBS;1;0;Sem dispositivo específico de saúde mental;;96201-220;RUA DA CORSAN, 27 - ILHA DA TOROTAMA;ATIVO;Atenção Básica
3022;4314902;431490;466;Metropolitana;10;REGIÃO 10 - CAPITAL E VALE DO GRAVATAÍ;01ª CRS;Porto Alegre;2265028;UNIDADE DE SAUDE ESTRADA DOS ALPES;;PREFEITURA MUNICIPAL DE PORTO ALEGRE;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-30.08935508;-51.19564406;UBS;1;0;Sem dispositivo específico de saúde mental;;91720-120;ESTRADA DOS ALPES, 671 - CASCATA;ATIVO;Atenção Básica
3023;4319604;431960;457;Centro-Oeste;1;REGIÃO 01 - VERDES CAMPOS;04ª CRS;São Sepé;2242818;ESTRATEGIA DE SAUDE DA FAMILIA PONTES;;PREFEITURA MUNICIPAL DE SAO SEPE;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-30.172145;-53.5853564;UBS;0;0;Sem dispositivo específico de saúde mental;;97340-000;RUA TEOFILO PITELKOW, 630 - VILA PONTES;ATIVO;Atenção Básica
3024;4303509;430350;465;Metropolitana;9;REGIÃO 09 - CARBONÍFERA/COSTA DOCE;01ª CRS;Camaquã;9981861;APS 11 CENTRO DE IMUNIZACAO;;PREFEITURA MUNICIPAL DE CAMAQUA;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-30.86963505;-51.81747421;UBS;0;0;Sem dispositivo específico de saúde mental;;96789-560;RUA CRUZ ALTA, 1054 - VIEGAS;ATIVO;Atenção Básica
3025;4307005;430700;472;Norte;16;REGIÃO 16 - ALTO URUGUAI GAÚCHO;11ª CRS;Erechim;2248948;UBS CAPOERE;;PREFEITURA MUNICIPAL DE ERECHIM;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-27.75542873;-52.23777725;UBS;1;0;Sem dispositivo específico de saúde mental;;99700-970;DISTRITO DE CAPOERE, S/N - CAPOERE;ATIVO;Atenção Básica
3026;4322608;432260;484;Vales;28;REGIÃO 28 - VINTE E OITO;13ª CRS;Venâncio Aires;2236001;UBS PAM VENÂNCIO AIRES;(51) 997583618;PREFEITURA MUNICIPAL DE VENANCIO AIRES;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-29.6120908;-52.1808738;UBS;0;0;Sem dispositivo específico de saúde mental;;95800-000;TRAVESSA OLIVAR DOS SANTOS, 1270 - CRUZEIRO;ATIVO;Atenção Básica
3027;4317103;431710;459;Centro-Oeste;3;REGIÃO 03 - FRONTEIRA OESTE;10ª CRS;Santana do Livramento;3063119;ESF ARMOUR JOVELINO SANTANA I II E III;;PREFEITURA MUNICIPAL DE SANTANA DO LIVRAMENTO;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-30.89526293;-55.49280466;UBS;1;1;RD;;97575-326;NAZARENO CENERELLI, 284 - ARMOUR;ATIVO;Atenção Básica
3029;4313706;431370;476;Norte;20;REGIÃO 20 - ROTA DA PRODUÇÃO;15ª CRS;Palmeira das Missões;2792923;CENTRO DE SAUDE PALMEIRA DAS MISSOES;;PREF MUNICIPAL DE PALMEIRA DAS MISSOES;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-27.9014028;-53.31059772;UBS;0;0;Sem dispositivo específico de saúde mental;;98300-000;RUA GENERAL OSORIO, S/N - CENTRO;ATIVO;Atenção Básica
3030;4314902;431490;466;Metropolitana;10;REGIÃO 10 - CAPITAL E VALE DO GRAVATAÍ;01ª CRS;Porto Alegre;2693437;UNIDADE DE SAUDE GUARUJA;;PREFEITURA MUNICIPAL DE PORTO ALEGRE;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-30.15493598;-51.2223563;UBS;1;0;Sem dispositivo específico de saúde mental;;91770-050;AVENIDA GUARUJA, 190 - GUARUJA;ATIVO;Atenção Básica
3031;4309100;430910;479;Serra;23;REGIÃO 23 - CAXIAS E HORTÊNSIAS;05ª CRS;Gramado;2238039;POSTO DE SAUDE JARDIM;;PREFEITURA MUNICIPAL DE GRAMADO;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-29.3951915;-50.8688513;UBS;0;0;Sem dispositivo específico de saúde mental;;95670-000;RUA OLAVO BARRETO ROSA, 151 - JARDIM;ATIVO;Atenção Básica
3032;4314902;431490;466;Metropolitana;10;REGIÃO 10 - CAPITAL E VALE DO GRAVATAÍ;01ª CRS;Porto Alegre;6247938;UNIDADE DE SAUDE VILA NOVA IPANEMA;;PREFEITURA MUNICIPAL DE PORTO ALEGRE;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-30.1536215;-51.2019905;UBS;0;0;Sem dispositivo específico de saúde mental;;91755-220;RUA NOVA IPANEMA, 130 - HIPICA;ATIVO;Atenção Básica
3034;4309951;430995;475;Norte;19;REGIÃO 19 - BOTUCARAÍ;06ª CRS;Ibirapuitã;2246384;UNIDADE DE SAUDE DA FAMILIA DE IBIRAPUITA;;PREFEITURA MUNICIPAL DE IBIRAPUITA;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-28.6269372;-52.5145243;UBS;0;1;Sem dispositivo específico de saúde mental;;99320-000;RUA ALBINO SENGER, 680 - CENTRO;ATIVO;Atenção Básica
3035;4321808;432180;470;Missioneira;14;REGIÃO 14 - FRONTEIRA NOROESTE;14ª CRS;Três de Maio;2250454;PSF VIVA SAUDAVEL;;PREFEITURA MUNICIPAL DE TRES DE MAIO;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-27.7703953;-54.2483931;UBS;1;0;Sem dispositivo específico de saúde mental;;98910-000;VILA PROGRESSO, S/N - INTERIOR;ATIVO;Atenção Básica
3036;4321402;432140;471;Norte;15;REGIÃO 15 - CAMINHO DAS ÁGUAS;02ª CRS;Tenente Portela;2228092;POSTO SAUDE CENTRO TENENTE PORTELA;;PREFEITURA MUNICIPAL DE TENENTE PORTELA;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-27.3724777;-53.7496403;UBS;0;0;Sem dispositivo específico de saúde mental;;98500-000;RUA POTIGUARA, 504 - CENTRO;ATIVO;Atenção Básica
3039;4304358;430435;478;Sul;22;REGIÃO 22 - PAMPA;07ª CRS;Candiota;3453987;POSTO DE SAUDE DA 8 DE AGOSTO;;PREFEITURA MUNICIPAL DE CANDIOTA;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-31.67259854;-53.82045209;UBS;0;0;Sem dispositivo específico de saúde mental;;96495-000;ASSENTAMENTO 8 DE AGOSTO, S/N - ZONA RURAL;ATIVO;Atenção Básica
3040;4313805;431380;471;Norte;15;REGIÃO 15 - CAMINHO DAS ÁGUAS;02ª CRS;Palmitinho;7538499;UNIDADE BASICA DE SAUDE SANTO INACIO PALMITINHO;;MUNICIPIO DE PALMITINHO;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-27.356742;-53.563826;UBS;0;1;Sem dispositivo específico de saúde mental;;98430-000;RUA PACIFICO GARCIA DA ROSA, S/N - SANTO INACIO;ATIVO;Atenção Básica
3044;4316758;431675;485;Vales;29;REGIÃO 29 - VALES E MONTANHAS;16ª CRS;Santa Clara do Sul;4795954;UNIDADE BASICA DE SAUDE RURAL;;UNIDADE BASICA DE SAUDE RURAL;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-29.43181279;-52.1819339;UBS;0;0;Sem dispositivo específico de saúde mental;;95915000;ALTO ARROIO ALEGRE, S/N - INTERIOR;ATIVO;Atenção Básica
3046;4305355;430535;465;Metropolitana;9;REGIÃO 09 - CARBONÍFERA/COSTA DOCE;01ª CRS;Charqueadas;2225026;UNIDADE DE SAUDE DA FAMILIA BEIRA RIO;;MUNICIPIO DE CHARQUEADAS;1;POSTO DE SAUDE;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-29.9541473;-51.6311002;UBS;0;0;Sem dispositivo específico de saúde mental;;96745-000;RUA JOSE RUI DE RUIZ, 957 - BEIRA RIO;ATIVO;Atenção Básica
